Time, NodeID, Species, Population, VectorPopulation, STATE_INFECTIOUS-Count, STATE_INFECTED-Count, STATE_ADULT-Count, STATE_MALE-Count, STATE_IMMATURE-Count, STATE_LARVA-Count, STATE_EGG-Count, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, AvailableHabitat, EggCrowdingCorrection
211,340461476,gambiae,1007,9193,606,1642,6945,6045,2735,119144,474116,237058,1,0,639,450,149,20,0,0,6464,0.0284817
212,340461476,gambiae,1007,9195,600,1687,6908,6035,2740,119379,475912,237956,1,0,626,440,165,19,0,0,6449,0.0272676
213,340461476,gambiae,1007,9192,614,1687,6891,6067,2759,119467,464050,232025,1,0,633,419,196,21,0,0,6362,0.0271016
214,340461476,gambiae,1007,9243,613,1727,6903,6025,2733,119333,478252,239126,1,0,671,438,154,28,0,0,6433,0.0274195
215,340461476,gambiae,1007,9183,614,1709,6860,6112,2709,119054,484536,242268,1,0,610,476,171,23,0,0,6534,0.0269021
216,340461476,gambiae,1007,9207,603,1707,6897,6119,2785,119475,468314,234157,1,0,674,448,179,23,0,0,6533,0.0269701
217,340461476,gambiae,1007,9222,617,1697,6908,6126,2789,119769,471842,235921,1,0,629,421,176,17,0,0,6431,0.0279001
218,340461476,gambiae,1008,9253,627,1737,6889,6124,2739,119867,482898,241449,1,0,672,466,161,14,0,0,6365,0.0272591
219,340461476,gambiae,1008,9261,629,1717,6915,6160,2745,120040,475520,237760,1,0,650,436,179,27,0,0,6227,0.0263617
220,340461476,gambiae,1008,9237,626,1705,6906,6137,2742,119659,480996,240498,1,0,650,466,185,23,0,0,6380,0.0261903
221,340461476,gambiae,1007,9232,629,1715,6888,6111,2767,119597,483852,241926,1,0,634,437,182,20,0,0,6324,0.0265283
222,340461476,gambiae,1007,9155,609,1725,6821,6076,2787,119497,480626,240313,1,0,641,520,178,20,0,0,6380,0.0261402
223,340461476,gambiae,1007,9219,635,1744,6840,6162,2778,119176,473256,236628,1,0,660,408,168,20,0,0,6531,0.0265487
224,340461476,gambiae,1007,9198,632,1701,6865,6210,2716,119708,486112,243056,1,0,625,448,181,17,0,0,6055,0.0276003
225,340461476,gambiae,1007,9218,635,1724,6859,6204,2663,119126,474656,237328,1,0,677,423,213,21,0,0,6361,0.024912
226,340461476,gambiae,1007,9166,649,1696,6821,6194,2815,118822,474278,237139,1,0,607,482,163,14,0,0,6508,0.0268026
227,340461476,gambiae,1008,9138,646,1691,6801,6260,2805,119184,461950,230975,1,0,613,453,167,21,0,0,6332,0.0274438
228,340461476,gambiae,1008,9200,654,1679,6867,6301,2654,119482,485874,242937,1,0,701,448,169,22,0,0,6234,0.0274142
229,340461476,gambiae,1008,9191,649,1694,6848,6241,2649,119301,484700,242350,1,0,616,421,185,19,0,0,6279,0.025661
230,340461476,gambiae,1009,9135,644,1686,6805,6194,2713,118980,468124,234062,1,0,631,496,170,21,0,0,6403,0.0259088
231,340461476,gambiae,1009,9173,644,1720,6809,6161,2736,119087,466748,233374,1,0,651,431,162,20,0,0,6327,0.027356
232,340461476,gambiae,1009,9166,634,1687,6845,6174,2745,118778,481306,240653,1,0,649,452,182,22,0,0,6391,0.027111
233,340461476,gambiae,1009,9178,632,1696,6850,6155,2750,118851,468138,234069,1,0,656,436,187,21,0,0,6408,0.0265569
234,340461476,gambiae,1009,9122,643,1667,6812,6157,2824,118662,479548,239774,1,0,619,468,187,20,0,0,6481,0.0273765
235,340461476,gambiae,1009,9166,644,1666,6856,6145,2840,119011,471680,235840,1,0,648,397,184,23,0,0,6305,0.0270296
236,340461476,gambiae,1009,9208,634,1683,6891,6161,2846,118903,473568,236784,1,0,686,456,169,19,0,0,6283,0.0267342
237,340461476,gambiae,1009,9241,624,1712,6905,6132,2725,118865,466998,233499,1,0,693,439,204,17,0,0,6488,0.0265347
238,340461476,gambiae,1009,9256,640,1680,6936,6198,2685,119257,465682,232841,1,0,686,456,198,17,0,0,6166,0.027786
239,340461476,gambiae,1009,9254,660,1650,6944,6136,2757,118735,464742,232371,1,0,645,456,164,27,0,0,6451,0.0264816
240,340461476,gambiae,1009,9208,638,1697,6873,6205,2793,118682,476124,238062,1,0,627,478,180,15,0,0,6501,0.0277616
241,340461476,gambiae,1009,9249,645,1693,6911,6231,2752,119076,481626,240813,1,0,662,452,150,19,0,0,6269,0.027308
242,340461476,gambiae,1010,9247,635,1714,6898,6173,2655,118789,478862,239431,1,0,685,495,166,26,0,0,6486,0.0260326
243,340461476,gambiae,1010,9256,634,1730,6892,6186,2730,119112,471506,235753,1,0,640,435,172,24,0,0,6427,0.0270892
244,340461476,gambiae,1010,9268,655,1750,6863,6127,2766,119490,475446,237723,1,0,617,413,179,13,0,0,6249,0.0272616
245,340461476,gambiae,1010,9261,656,1728,6877,6114,2731,119283,483186,241593,1,0,684,470,195,26,0,0,6234,0.0262869
246,340461476,gambiae,1010,9262,667,1735,6860,6069,2717,118789,482956,241478,1,0,622,419,181,21,0,0,6471,0.0258037
247,340461476,gambiae,1010,9267,669,1728,6870,6090,2683,119008,478336,239168,1,0,656,442,190,19,0,0,6372,0.0267975
248,340461476,gambiae,1011,9246,667,1748,6831,6032,2782,118864,472282,236141,1,0,630,431,200,20,0,0,6437,0.0266424
249,340461476,gambiae,1011,9241,681,1751,6809,6049,2730,118820,468768,234384,1,0,659,476,165,23,0,0,6475,0.0272591
250,340461476,gambiae,1010,9238,674,1743,6821,6031,2724,119206,468998,234499,1,0,667,462,184,24,0,0,6322,0.0276256
251,340461476,gambiae,1010,9242,666,1770,6806,6065,2658,119231,478664,239332,1,0,599,409,163,23,0,0,6432,0.0269596
252,340461476,gambiae,1010,9232,695,1757,6780,6072,2638,119136,471612,235806,1,0,653,458,174,31,0,0,6415,0.0268748
253,340461476,gambiae,1009,9258,686,1777,6795,5996,2818,119398,472700,236350,1,0,641,412,184,19,0,0,6326,0.0272046
254,340461476,gambiae,1009,9251,685,1796,6770,5978,2778,119409,479238,239619,1,0,645,463,170,19,0,0,6328,0.0267654
255,340461476,gambiae,1010,9281,698,1774,6809,6012,2732,119443,463508,231754,1,0,688,469,178,11,0,0,6346,0.0264086
256,340461476,gambiae,1010,9266,712,1742,6812,6024,2726,119237,475042,237521,1,0,648,473,173,17,0,0,6558,0.0273825
257,340461476,gambiae,1010,9317,712,1772,6833,6033,2736,119679,467780,233890,1,0,671,420,180,20,0,0,6350,0.0276102
258,340461476,gambiae,1009,9346,720,1786,6840,6048,2662,119532,479936,239968,1,0,640,438,156,17,0,0,6496,0.0271495
259,340461476,gambiae,1009,9315,710,1800,6805,6065,2571,119616,472950,236475,1,0,634,450,197,18,0,0,6654,0.0270703
260,340461476,gambiae,1009,9253,696,1796,6761,6033,2657,119823,473232,236616,1,0,614,476,183,17,0,0,6534,0.0281383
261,340461476,gambiae,1009,9185,689,1771,6725,5993,2729,120241,477288,238644,1,0,595,463,186,14,0,0,6334,0.0276144
262,340461476,gambiae,1009,9196,699,1774,6723,5996,2743,120067,464322,232161,1,0,644,442,173,18,0,0,6344,0.0265416
263,340461476,gambiae,1009,9209,700,1770,6739,5964,2804,119841,483088,241544,1,0,645,449,160,23,0,0,6459,0.0273259
264,340461476,gambiae,1009,9219,714,1781,6724,6058,2738,119812,468086,234043,1,0,637,438,170,19,0,0,6486,0.0267405
265,340461476,gambiae,1009,9192,727,1731,6734,6081,2703,119742,471152,235576,1,0,669,478,191,27,0,0,6507,0.0277129
266,340461476,gambiae,1008,9095,725,1712,6658,6104,2724,120048,467324,233662,1,0,603,503,187,10,0,0,6368,0.0276217
267,340461476,gambiae,1009,9129,726,1714,6689,6069,2731,119887,483122,241561,1,0,668,432,187,15,0,0,6423,0.027253
268,340461476,gambiae,1009,9178,723,1703,6752,6002,2739,119893,466670,233335,1,0,682,455,153,25,0,0,6402,0.0265896
269,340461476,gambiae,1009,9200,727,1724,6749,6022,2712,119890,469908,234954,1,0,681,461,178,20,0,0,6394,0.0274369
270,340461476,gambiae,1009,9219,712,1741,6766,5959,2725,119693,453376,226688,1,0,650,451,159,21,0,0,6536,0.0272138
271,340461476,gambiae,1009,9250,698,1771,6781,5991,2680,119948,449256,224628,1,0,630,412,169,18,0,0,6428,0.0288326
272,340461476,gambiae,1009,9227,692,1774,6761,5991,2734,120007,480440,240220,1,0,608,438,171,22,0,0,6520,0.0286162
273,340461476,gambiae,1008,9208,685,1760,6763,5945,2680,120434,465794,232897,1,0,631,466,164,20,0,0,6114,0.0271418
274,340461476,gambiae,1008,9252,697,1763,6792,5997,2621,119876,466364,233182,1,0,671,446,159,22,0,0,6193,0.0262519
275,340461476,gambiae,1008,9176,693,1756,6727,5967,2734,119217,489224,244612,1,0,567,447,177,19,0,0,6416,0.0265587
276,340461476,gambiae,1008,9168,687,1770,6711,5936,2688,119269,466076,233038,1,0,650,456,181,21,0,0,6349,0.0262293
277,340461476,gambiae,1007,9159,689,1778,6692,5952,2696,119280,468130,234065,1,0,641,448,180,22,0,0,6359,0.0272445
278,340461476,gambiae,1007,9103,693,1774,6636,5911,2701,119390,465868,232934,1,0,609,460,182,23,0,0,6307,0.0271677
279,340461476,gambiae,1007,9101,691,1794,6616,5963,2722,119303,455672,227836,1,0,614,421,173,22,0,0,6306,0.0270763
280,340461476,gambiae,1007,9109,685,1801,6623,5942,2761,119053,484428,242214,1,0,629,443,163,15,0,0,6390,0.0276778
281,340461476,gambiae,1008,9107,696,1744,6667,5949,2788,118787,476584,238292,1,0,663,455,187,23,0,0,6488,0.0263816
282,340461476,gambiae,1008,9100,702,1728,6670,5977,2814,118969,469290,234645,1,0,639,433,187,26,0,0,6332,0.0272271
283,340461476,gambiae,1008,9055,721,1688,6646,6061,2889,119057,455028,227514,1,0,602,459,167,21,0,0,6234,0.0269854
284,340461476,gambiae,1008,9077,710,1674,6693,6082,2833,118711,463296,231648,1,0,676,467,161,26,0,0,6360,0.0274005
285,340461476,gambiae,1008,9177,711,1694,6772,6110,2646,118991,462544,231272,1,0,698,398,174,26,0,0,6293,0.0274554
286,340461476,gambiae,1008,9204,694,1722,6788,6096,2584,118822,462520,231260,1,0,631,405,182,17,0,0,6390,0.0272104
287,340461476,gambiae,1009,9148,688,1719,6741,6109,2625,118532,475492,237746,1,0,591,439,186,22,0,0,6579,0.0276312
288,340461476,gambiae,1009,9163,701,1725,6737,6032,2698,118848,467524,233762,1,0,646,436,182,13,0,0,6561,0.0276724
289,340461476,gambiae,1009,9182,697,1759,6726,5993,2800,119530,473414,236707,1,0,622,409,182,12,0,0,6313,0.028067
290,340461476,gambiae,1010,9256,700,1744,6812,5950,2812,119336,480860,240430,1,0,683,417,173,19,0,0,6360,0.0266701
291,340461476,gambiae,1010,9256,693,1750,6813,5942,2767,118951,490758,245379,1,0,679,469,190,20,0,0,6622,0.0264526
292,340461476,gambiae,1010,9287,705,1725,6857,5944,2729,119480,472702,236351,1,0,665,433,185,16,0,0,6354,0.0269868
293,340461476,gambiae,1010,9309,700,1698,6911,5940,2766,119237,469442,234721,1,0,666,446,174,24,0,0,6462,0.0268837
294,340461476,gambiae,1010,9282,702,1715,6865,5987,2740,119625,473136,236568,1,0,622,457,176,16,0,0,6225,0.0275306
295,340461476,gambiae,1010,9248,709,1707,6832,6053,2811,119358,476706,238353,1,0,629,483,156,24,0,0,6405,0.0263138
296,340461476,gambiae,1010,9260,708,1728,6824,6068,2725,119761,480696,240348,1,0,644,404,202,26,0,0,6230,0.0268719
297,340461476,gambiae,1010,9287,700,1741,6846,6048,2580,119540,480924,240462,1,0,718,482,189,20,0,0,6237,0.0259207
298,340461476,gambiae,1010,9241,711,1738,6792,6017,2739,118984,472732,236366,1,0,617,457,191,15,0,0,6471,0.0259376
299,340461476,gambiae,1010,9203,708,1757,6738,6013,2776,119182,467470,233735,1,0,625,450,195,18,0,0,6355,0.027377
300,340461476,gambiae,1010,9227,694,1759,6774,5954,2739,119054,494076,247038,1,0,686,461,178,23,0,0,6339,0.0271889
301,340461476,gambiae,1010,9230,695,1766,6769,5929,2731,119265,470828,235414,1,0,624,445,157,19,0,0,6365,0.02566
302,340461476,gambiae,1009,9183,699,1735,6749,5983,2717,119557,483834,241917,1,0,631,470,188,20,0,0,6288,0.0270375
303,340461476,gambiae,1010,9200,697,1737,6766,5925,2713,119421,462434,231217,1,0,672,453,181,21,0,0,6524,0.0259924
304,340461476,gambiae,1010,9143,693,1763,6687,5938,2795,119684,469380,234690,1,0,634,471,194,26,0,0,6320,0.0282159
305,340461476,gambiae,1009,9168,679,1737,6752,5934,2800,119629,459580,229790,1,0,680,466,171,18,0,0,6429,0.0269291
306,340461476,gambiae,1009,9204,671,1754,6779,6030,2714,119574,466698,233349,1,0,659,448,164,11,0,0,6393,0.0279777
307,340461476,gambiae,1009,9217,662,1740,6815,6045,2701,119578,473136,236568,1,0,635,440,174,8,0,0,6300,0.0273967
308,340461476,gambiae,1008,9213,658,1778,6777,6083,2674,119663,469830,234915,1,0,625,453,162,14,0,0,6214,0.0266308
309,340461476,gambiae,1007,9192,658,1800,6734,6061,2759,118856,476596,238298,1,0,626,455,174,18,0,0,6653,0.0264521
310,340461476,gambiae,1007,9186,677,1797,6712,6038,2805,119290,472218,236109,1,0,625,445,167,19,0,0,6539,0.0279188
311,340461476,gambiae,1007,9254,683,1784,6787,6021,2809,119590,465110,232555,1,0,670,386,188,28,0,0,6346,0.0276948
312,340461476,gambiae,1007,9211,695,1763,6753,6073,2706,119567,486442,243221,1,0,635,467,194,17,0,0,6406,0.0272882
313,340461476,gambiae,1007,9185,685,1772,6728,6117,2615,119356,478358,239179,1,0,656,463,201,18,0,0,6519,0.0263382
314,340461476,gambiae,1007,9120,692,1729,6699,6106,2743,119371,475370,237685,1,0,631,481,198,17,0,0,6591,0.0272557
315,340461476,gambiae,1007,9106,710,1713,6683,6056,2769,119663,464924,232462,1,0,610,434,171,19,0,0,6462,0.02773
316,340461476,gambiae,1008,9144,713,1703,6728,6045,2694,119638,475514,237757,1,0,682,441,177,26,0,0,6481,0.0277981
317,340461476,gambiae,1008,9070,698,1706,6666,6045,2735,119866,477002,238501,1,0,609,468,188,27,0,0,6482,0.0272589
318,340461476,gambiae,1008,9097,688,1680,6729,6017,2810,119860,466414,233207,1,0,649,430,177,15,0,0,6361,0.0271781
319,340461476,gambiae,1007,9136,678,1709,6749,6055,2794,120005,474842,237421,1,0,647,432,164,12,0,0,6311,0.0272762
320,340461476,gambiae,1007,9152,683,1692,6777,6111,2675,119834,474940,237470,1,0,673,450,188,19,0,0,6445,0.0265815
321,340461476,gambiae,1007,9165,678,1688,6799,6101,2670,119865,458072,229036,1,0,661,433,200,15,0,0,6462,0.0271403
322,340461476,gambiae,1006,9143,666,1694,6783,6101,2745,119910,460558,230279,1,0,609,413,194,24,0,0,6429,0.0282139
323,340461476,gambiae,1006,9145,648,1698,6799,6094,2713,119993,472130,236065,1,0,640,449,176,13,0,0,6364,0.0279183
324,340461476,gambiae,1006,9137,636,1678,6823,6082,2709,119837,471652,235826,1,0,676,492,182,10,0,0,6560,0.0269587
325,340461476,gambiae,1006,9144,663,1681,6800,6096,2669,120083,476846,238423,1,0,655,463,165,20,0,0,6318,0.0278171
326,340461476,gambiae,1006,9175,657,1696,6822,6050,2670,119726,449228,224614,1,0,678,438,190,19,0,0,6542,0.0264991
327,340461476,gambiae,1006,9134,650,1723,6761,6033,2716,119933,462412,231206,1,0,594,437,180,18,0,0,6469,0.0291255
328,340461476,gambiae,1006,9131,650,1744,6737,6056,2716,119856,479604,239802,1,0,637,449,164,27,0,0,6539,0.0279794
329,340461476,gambiae,1006,9145,666,1724,6755,6050,2746,119890,466312,233156,1,0,649,429,182,24,0,0,6308,0.0272683
330,340461476,gambiae,1006,9113,659,1725,6729,6032,2720,119574,462212,231106,1,0,618,449,174,27,0,0,6537,0.0270548
331,340461476,gambiae,1006,9156,668,1739,6749,6026,2666,119993,472670,236335,1,0,659,414,180,22,0,0,6236,0.0282857
332,340461476,gambiae,1006,9184,681,1751,6752,6009,2728,119449,476842,238421,1,0,644,418,175,23,0,0,6493,0.0263863
333,340461476,gambiae,1006,9197,703,1730,6764,6041,2796,119774,472894,236447,1,0,613,427,154,19,0,0,6374,0.0272333
334,340461476,gambiae,1006,9170,699,1723,6748,6120,2646,119923,457592,228796,1,0,638,439,202,24,0,0,6329,0.0269574
335,340461476,gambiae,1006,9135,686,1725,6724,6148,2569,119763,471324,235662,1,0,649,458,200,26,0,0,6354,0.0276622
336,340461476,gambiae,1005,9109,684,1730,6695,6086,2683,119865,470704,235352,1,0,622,443,189,16,0,0,6177,0.0269623
337,340461476,gambiae,1005,9077,675,1723,6679,6038,2831,119136,474518,237259,1,0,597,429,179,21,0,0,6489,0.0262458
338,340461476,gambiae,1005,9053,681,1704,6668,6102,2910,119201,471076,235538,1,0,605,449,160,20,0,0,6585,0.0273499
339,340461476,gambiae,1005,9076,685,1709,6682,6180,2852,119644,472664,236332,1,0,646,444,156,23,0,0,6471,0.0279573
340,340461476,gambiae,1005,9147,682,1696,6769,6209,2747,119704,472988,236494,1,0,720,458,166,25,0,0,6422,0.027381
341,340461476,gambiae,1005,9176,677,1711,6788,6209,2722,119475,450180,225090,1,0,651,442,168,12,0,0,6546,0.027155
342,340461476,gambiae,1005,9152,668,1708,6776,6191,2670,119912,457386,228693,1,0,644,495,160,13,0,0,6301,0.0290817
343,340461476,gambiae,1006,9199,662,1731,6806,6167,2624,119679,460110,230055,1,0,665,428,173,17,0,0,6320,0.0275522
344,340461476,gambiae,1006,9172,668,1748,6756,6140,2737,119578,463634,231817,1,0,612,439,181,19,0,0,6495,0.0274717
345,340461476,gambiae,1006,9126,656,1751,6719,6170,2738,119757,473938,236969,1,0,588,438,173,23,0,0,6410,0.0280178
346,340461476,gambiae,1006,9126,666,1753,6707,6178,2631,119724,463214,231607,1,0,650,443,184,23,0,0,6448,0.02705
347,340461476,gambiae,1005,9127,681,1763,6683,6182,2655,119853,486894,243447,1,0,623,419,180,23,0,0,6334,0.0278403
348,340461476,gambiae,1005,9071,674,1753,6644,6171,2643,119870,487458,243729,1,0,597,446,192,15,0,0,6251,0.026018
349,340461476,gambiae,1005,9122,649,1750,6723,6132,2644,119585,471516,235758,1,0,678,425,176,26,0,0,6531,0.0256473
350,340461476,gambiae,1005,9069,641,1718,6710,6080,2765,119974,490002,245001,1,0,586,443,174,22,0,0,6386,0.0277021
351,340461476,gambiae,1005,9097,649,1719,6729,6076,2833,119799,477146,238573,1,0,655,417,191,19,0,0,6421,0.0260652
352,340461476,gambiae,1005,9099,657,1717,6725,6067,2740,119701,468178,234089,1,0,628,446,160,20,0,0,6448,0.0269142
353,340461476,gambiae,1005,9137,644,1716,6777,6065,2716,119762,464044,232022,1,0,702,447,198,19,0,0,6404,0.0275451
354,340461476,gambiae,1006,9062,647,1737,6678,6069,2754,119935,466172,233086,1,0,574,460,167,22,0,0,6158,0.0276008
355,340461476,gambiae,1006,9071,657,1751,6663,6064,2684,119512,466256,233128,1,0,672,461,184,18,0,0,6256,0.0264194
356,340461476,gambiae,1006,9134,677,1770,6687,6057,2696,119458,473120,236560,1,0,646,403,164,16,0,0,6352,0.026835
357,340461476,gambiae,1007,9108,674,1758,6676,6042,2695,119376,473464,236732,1,0,627,441,194,18,0,0,6429,0.0268515
358,340461476,gambiae,1007,9121,661,1764,6696,6052,2686,119214,461182,230591,1,0,632,417,184,18,0,0,6635,0.0271573
359,340461476,gambiae,1007,9096,671,1773,6652,6045,2668,119821,474788,237394,1,0,625,458,168,24,0,0,6426,0.0287739
360,340461476,gambiae,1007,9116,680,1771,6665,6075,2660,120028,471258,235629,1,0,643,422,181,20,0,0,6408,0.0270689
361,340461476,gambiae,1007,9061,675,1778,6608,6026,2816,119650,452984,226492,1,0,608,457,191,15,0,0,6563,0.0271953
362,340461476,gambiae,1007,9051,673,1756,6622,6033,2804,119882,470886,235443,1,0,639,445,187,17,0,0,6349,0.0289767
363,340461476,gambiae,1007,9039,675,1749,6615,6110,2713,119872,464588,232294,1,0,651,451,196,16,0,0,6276,0.0269662
364,340461476,gambiae,1007,9052,670,1762,6620,6130,2712,119727,471652,235826,1,0,637,431,175,18,0,0,6215,0.0270175
365,340461476,gambiae,1007,9019,680,1767,6572,6157,2734,119409,455426,227713,1,0,596,430,185,14,0,0,6368,0.0263542
366,340461476,gambiae,1007,9040,682,1755,6603,6135,2680,119563,451814,225907,1,0,657,449,165,22,0,0,6155,0.027965
367,340461476,gambiae,1007,9017,667,1768,6582,6124,2767,118809,474358,237179,1,0,621,438,186,20,0,0,6729,0.0272457
368,340461476,gambiae,1007,8991,664,1762,6565,6119,2790,119805,450282,225141,1,0,617,470,164,9,0,0,6134,0.028371
369,340461476,gambiae,1007,9029,668,1763,6598,6118,2726,119305,451896,225948,1,0,657,402,193,24,0,0,6271,0.0272451
370,340461476,gambiae,1007,9052,680,1769,6603,6110,2675,119060,454584,227292,1,0,625,430,159,13,0,0,6370,0.0277542
371,340461476,gambiae,1006,9015,685,1730,6600,6089,2713,118824,473124,236562,1,0,641,474,182,22,0,0,6548,0.0280256
372,340461476,gambiae,1006,9014,703,1697,6614,6101,2826,119409,458696,229348,1,0,625,424,182,20,0,0,6091,0.0276798
373,340461476,gambiae,1006,9007,696,1692,6619,6066,2857,118685,468898,234449,1,0,640,430,192,25,0,0,6373,0.0265579
374,340461476,gambiae,1006,9061,695,1687,6679,6097,2837,118867,470708,235354,1,0,674,436,161,23,0,0,6288,0.0271829
375,340461476,gambiae,1005,9128,705,1691,6732,6109,2795,118900,465444,232722,1,0,681,423,180,11,0,0,6463,0.0267172
376,340461476,gambiae,1005,9205,694,1705,6806,6157,2724,119223,465964,232982,1,0,694,433,166,18,0,0,6273,0.0277713
377,340461476,gambiae,1005,9166,687,1690,6789,6161,2628,119349,472174,236087,1,0,672,488,206,17,0,0,6326,0.0269248
378,340461476,gambiae,1005,9158,697,1671,6790,6126,2640,119450,461574,230787,1,0,637,441,185,19,0,0,6394,0.0267952
379,340461476,gambiae,1004,9152,709,1706,6737,6130,2810,119399,460724,230362,1,0,579,403,164,18,0,0,6452,0.0277052
380,340461476,gambiae,1005,9176,721,1729,6726,6128,2759,119366,472350,236175,1,0,647,419,183,21,0,0,6483,0.0280081
381,340461476,gambiae,1006,9234,718,1774,6742,6169,2782,119534,475906,237953,1,0,689,432,177,22,0,0,6486,0.02745
382,340461476,gambiae,1006,9183,693,1754,6736,6135,2813,119571,495624,247812,1,0,615,457,184,25,0,0,6517,0.0272575
383,340461476,gambiae,1006,9167,688,1731,6748,6180,2748,119824,468744,234372,1,0,679,477,199,19,0,0,6510,0.0262982
384,340461476,gambiae,1006,9180,682,1726,6772,6177,2741,119965,485244,242622,1,0,644,455,157,19,0,0,6401,0.0277764
385,340461476,gambiae,1006,9198,691,1733,6774,6161,2774,119540,470624,235312,1,0,668,452,184,14,0,0,6502,0.0263826
386,340461476,gambiae,1006,9203,674,1734,6795,6154,2710,119883,470240,235120,1,0,663,454,183,21,0,0,6426,0.0276314
387,340461476,gambiae,1006,9214,672,1729,6813,6191,2685,119819,471840,235920,1,0,632,433,162,26,0,0,6425,0.0273307
388,340461476,gambiae,1007,9208,677,1718,6813,6137,2724,119660,485150,242575,1,0,622,465,147,16,0,0,6432,0.0272338
389,340461476,gambiae,1007,9250,688,1745,6817,6147,2598,119651,476662,238331,1,0,666,429,176,19,0,0,6452,0.0265155
390,340461476,gambiae,1007,9208,679,1731,6798,6149,2751,119622,474326,237163,1,0,613,487,156,12,0,0,6462,0.0270716
391,340461476,gambiae,1007,9137,680,1709,6748,6108,2834,119665,462338,231169,1,0,567,427,181,30,0,0,6383,0.0272471
392,340461476,gambiae,1007,9200,677,1696,6827,6156,2764,119646,470992,235496,1,0,710,444,179,24,0,0,6508,0.0276118
393,340461476,gambiae,1007,9195,667,1729,6799,6104,2828,119733,476764,238382,1,0,666,462,187,22,0,0,6519,0.0276353
