Time, NodeID, Species, Population, VectorPopulation, STATE_INFECTIOUS-Count, STATE_INFECTED-Count, STATE_ADULT-Count, STATE_MALE-Count, STATE_IMMATURE-Count, STATE_LARVA-Count, STATE_EGG-Count, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, AvailableHabitat, EggCrowdingCorrection
1031,340461476,gambiae,1006,9086,650,1765,6671,6183,2837,122400,445634,222817,1,0,672,434,162,16,0,0,6386,0.0286914
1032,340461476,gambiae,1006,9087,653,1784,6650,6144,2879,122145,466524,233262,1,0,643,453,174,15,0,0,6495,0.0286603
1033,340461476,gambiae,1006,9133,670,1770,6693,6199,2818,122208,460012,230006,1,0,674,455,153,20,0,0,6328,0.0278442
1034,340461476,gambiae,1006,9152,676,1775,6701,6237,2810,122080,465742,232871,1,0,612,423,151,19,0,0,6438,0.0275123
1035,340461476,gambiae,1006,9140,691,1783,6666,6310,2768,122143,459010,229505,1,0,614,451,155,20,0,0,6413,0.0276462
1036,340461476,gambiae,1006,9153,694,1798,6661,6317,2808,122252,470324,235162,1,0,631,440,165,13,0,0,6407,0.0279427
1037,340461476,gambiae,1006,9124,686,1784,6654,6353,2697,122148,473068,236534,1,0,624,435,202,16,0,0,6667,0.027245
1038,340461476,gambiae,1006,9176,691,1792,6693,6349,2740,122743,475934,237967,1,0,676,440,159,25,0,0,6432,0.0281862
1039,340461476,gambiae,1006,9116,704,1778,6634,6308,2857,122847,490508,245254,1,0,580,442,182,16,0,0,6406,0.027029
1040,340461476,gambiae,1007,9175,711,1757,6707,6360,2870,122720,467618,233809,1,0,664,420,165,20,0,0,6591,0.0261199
1041,340461476,gambiae,1008,9278,717,1773,6788,6383,2867,122659,478384,239192,1,0,679,407,152,17,0,0,6523,0.0281897
1042,340461476,gambiae,1007,9265,726,1771,6768,6419,2811,122740,474374,237187,1,0,662,463,188,24,0,0,6452,0.027271
1043,340461476,gambiae,1007,9205,722,1718,6765,6433,2725,122656,468580,234290,1,0,625,466,200,19,0,0,6519,0.0272022
1044,340461476,gambiae,1007,9208,732,1711,6765,6450,2808,122610,475704,237852,1,0,635,439,169,24,0,0,6695,0.0278245
1045,340461476,gambiae,1007,9169,745,1728,6696,6428,2810,122694,487336,243668,1,0,596,447,168,20,0,0,6603,0.0281478
1046,340461476,gambiae,1007,9250,751,1715,6784,6454,2803,122728,490124,245062,1,0,707,435,167,24,0,0,6428,0.0270983
1047,340461476,gambiae,1007,9200,747,1695,6758,6421,2822,122298,475066,237533,1,0,618,465,185,18,0,0,6586,0.0262301
1048,340461476,gambiae,1007,9199,751,1657,6791,6468,2718,122232,470200,235100,1,0,653,451,178,25,0,0,6587,0.0277267
1049,340461476,gambiae,1007,9149,724,1680,6745,6438,2779,122264,471730,235865,1,0,613,449,197,17,0,0,6564,0.0280179
1050,340461476,gambiae,1007,9141,723,1692,6726,6403,2846,122085,479780,239890,1,0,602,431,161,18,0,0,6800,0.0278295
1051,340461476,gambiae,1006,9149,729,1727,6693,6434,2726,122539,475566,237783,1,0,654,433,185,28,0,0,6622,0.0283463
1052,340461476,gambiae,1006,9131,725,1709,6697,6394,2723,122487,470042,235021,1,0,664,477,185,20,0,0,6730,0.0278489
1053,340461476,gambiae,1005,9131,701,1704,6726,6370,2809,122735,461656,230828,1,0,628,445,169,14,0,0,6691,0.0286357
1054,340461476,gambiae,1005,9129,708,1698,6723,6325,2773,123135,482132,241066,1,0,622,446,155,23,0,0,6406,0.028987
1055,340461476,gambiae,1005,9159,706,1703,6750,6331,2794,122667,470548,235274,1,0,643,453,145,15,0,0,6535,0.0265736
1056,340461476,gambiae,1005,9129,708,1701,6720,6245,2850,122611,460234,230117,1,0,627,438,200,19,0,0,6521,0.0277761
1057,340461476,gambiae,1005,9090,705,1699,6686,6307,2766,122651,457056,228528,1,0,644,474,189,20,0,0,6460,0.0283378
1058,340461476,gambiae,1005,9092,707,1732,6653,6358,2772,122446,463882,231941,1,0,629,434,175,18,0,0,6721,0.0282679
1059,340461476,gambiae,1004,9011,680,1733,6598,6377,2752,122705,454392,227196,1,0,608,473,202,14,0,0,6753,0.0289772
1060,340461476,gambiae,1005,8956,690,1725,6541,6390,2895,122849,483772,241886,1,0,590,453,174,18,0,0,6723,0.0297232
1061,340461476,gambiae,1006,8952,686,1713,6553,6362,2930,123171,473164,236582,1,0,600,404,178,22,0,0,6527,0.0277941
1062,340461476,gambiae,1006,8999,695,1716,6588,6423,2773,123161,466264,233132,1,0,658,439,159,13,0,0,6633,0.0275887
1063,340461476,gambiae,1006,9019,691,1726,6602,6453,2790,123192,455250,227625,1,0,622,424,163,15,0,0,6746,0.0284517
1064,340461476,gambiae,1006,8980,691,1687,6602,6439,2767,123672,448172,224086,1,0,598,449,170,18,0,0,6562,0.0296365
1065,340461476,gambiae,1006,8979,688,1668,6623,6467,2714,123482,466968,233484,1,0,646,451,179,17,0,0,6669,0.0292834
1066,340461476,gambiae,1006,9047,691,1690,6666,6350,2747,123596,470448,235224,1,0,658,418,156,16,0,0,6567,0.028563
1067,340461476,gambiae,1006,9029,697,1706,6626,6358,2809,123420,464250,232125,1,0,635,446,188,19,0,0,6695,0.0279181
1068,340461476,gambiae,1006,8992,677,1710,6605,6402,2829,123766,469118,234559,1,0,606,437,181,25,0,0,6648,0.0288422
1069,340461476,gambiae,1005,9027,662,1720,6645,6408,2668,123965,464002,232001,1,0,673,429,189,20,0,0,6646,0.0283425
1070,340461476,gambiae,1005,9053,652,1729,6672,6408,2686,124133,462410,231205,1,0,654,425,183,20,0,0,6550,0.0286464
1071,340461476,gambiae,1005,8982,648,1725,6609,6392,2786,124044,470786,235393,1,0,589,448,204,8,0,0,6631,0.0283298
1072,340461476,gambiae,1006,8976,646,1722,6608,6422,2855,123843,472958,236479,1,0,633,447,172,20,0,0,6736,0.0281699
1073,340461476,gambiae,1007,9038,637,1724,6677,6452,2929,124120,467888,233944,1,0,672,424,161,25,0,0,6678,0.0284846
1074,340461476,gambiae,1007,9041,655,1714,6672,6480,2922,124257,460004,230002,1,0,665,467,172,23,0,0,6846,0.0285453
1075,340461476,gambiae,1007,9053,652,1725,6676,6480,2823,124991,455056,227528,1,0,661,434,188,27,0,0,6410,0.029765
1076,340461476,gambiae,1007,9069,659,1743,6667,6439,2768,124493,463454,231727,1,0,674,462,177,19,0,0,6732,0.0281724
1077,340461476,gambiae,1007,9053,637,1720,6696,6392,2801,124828,452854,226427,1,0,644,460,180,20,0,0,6557,0.0290514
1078,340461476,gambiae,1007,9033,640,1703,6690,6387,2734,124752,468164,234082,1,0,657,455,208,14,0,0,6712,0.0289586
1079,340461476,gambiae,1007,9006,653,1704,6649,6424,2748,124507,471532,235766,1,0,649,456,196,24,0,0,6941,0.0286737
1080,340461476,gambiae,1007,8984,646,1709,6629,6377,2855,125135,463984,231992,1,0,607,450,158,21,0,0,6843,0.0294402
1081,340461476,gambiae,1007,8975,661,1713,6601,6383,2898,125555,464946,232473,1,0,645,450,184,20,0,0,6665,0.0294967
1082,340461476,gambiae,1007,9009,655,1745,6609,6430,2878,125390,467180,233590,1,0,658,437,162,25,0,0,6861,0.02867
1083,340461476,gambiae,1007,9043,656,1735,6652,6455,2924,125782,474422,237211,1,0,633,417,167,15,0,0,6655,0.029372
1084,340461476,gambiae,1007,9051,653,1731,6667,6503,2919,125505,456690,228345,1,0,665,465,168,24,0,0,6690,0.0280552
1085,340461476,gambiae,1007,9070,644,1728,6698,6516,2874,125363,452438,226219,1,0,664,446,182,17,0,0,6697,0.0292978
1086,340461476,gambiae,1007,9065,643,1749,6673,6562,2835,125497,458724,229362,1,0,610,427,167,21,0,0,6641,0.0296041
1087,340461476,gambiae,1006,9025,655,1750,6620,6633,2830,125313,453418,226709,1,0,583,441,168,14,0,0,6812,0.0289542
1088,340461476,gambiae,1006,9019,670,1744,6605,6671,2790,125479,474686,237343,1,0,612,431,166,21,0,0,6694,0.0300473
1089,340461476,gambiae,1006,9040,670,1734,6636,6627,2770,125257,470810,235405,1,0,629,393,192,23,0,0,6733,0.0282039
1090,340461476,gambiae,1006,9023,667,1751,6605,6623,2771,125425,466788,233394,1,0,622,448,165,26,0,0,6652,0.0286018
1091,340461476,gambiae,1005,9040,675,1746,6619,6583,2772,125128,470276,235138,1,0,607,396,176,18,0,0,6776,0.0285012
1092,340461476,gambiae,1006,9009,697,1742,6570,6598,2856,125270,474682,237341,1,0,594,425,181,19,0,0,6631,0.0288171
1093,340461476,gambiae,1006,9022,704,1748,6570,6572,2912,125452,464302,232151,1,0,610,443,142,12,0,0,6516,0.0279387
1094,340461476,gambiae,1006,9026,700,1711,6615,6606,2888,125164,452820,226410,1,0,652,462,170,16,0,0,6696,0.0280679
1095,340461476,gambiae,1006,9023,699,1711,6613,6651,2896,124917,470828,235414,1,0,652,455,178,22,0,0,6901,0.0295747
1096,340461476,gambiae,1006,9067,706,1704,6657,6646,2909,125456,475398,237699,1,0,652,444,149,15,0,0,6544,0.0293143
1097,340461476,gambiae,1006,9083,696,1699,6688,6616,2927,124998,456866,228433,1,0,672,454,184,18,0,0,6882,0.0275306
1098,340461476,gambiae,1006,9053,718,1716,6619,6647,2745,125386,465960,232980,1,0,636,475,173,18,0,0,6834,0.030127
1099,340461476,gambiae,1006,9121,732,1703,6686,6645,2725,125829,467832,233916,1,0,663,419,155,21,0,0,6676,0.029333
1100,340461476,gambiae,1006,9089,734,1682,6673,6595,2854,125693,469792,234896,1,0,577,410,182,17,0,0,6897,0.0285402
1101,340461476,gambiae,1006,9104,732,1695,6677,6627,2839,126297,489758,244879,1,0,643,444,168,16,0,0,6667,0.0293619
1102,340461476,gambiae,1006,9105,735,1682,6688,6633,2869,125949,453816,226908,1,0,631,434,168,28,0,0,6959,0.0272257
1103,340461476,gambiae,1006,9080,722,1662,6696,6609,2930,126475,474432,237216,1,0,632,454,182,21,0,0,6704,0.0306688
1104,340461476,gambiae,1006,9047,724,1653,6670,6658,2894,126257,472450,236225,1,0,624,447,189,21,0,0,6887,0.0282612
1105,340461476,gambiae,1006,9031,717,1654,6660,6688,2991,126210,465288,232644,1,0,642,472,166,20,0,0,6928,0.0291544
1106,340461476,gambiae,1006,9053,731,1667,6655,6686,2922,126306,463250,231625,1,0,649,440,170,17,0,0,6916,0.0297794
1107,340461476,gambiae,1006,9196,738,1721,6737,6721,2741,126756,465240,232620,1,0,712,399,149,21,0,0,6622,0.0298586
1108,340461476,gambiae,1006,9193,734,1729,6730,6677,2721,126551,459488,229744,1,0,630,446,172,15,0,0,6858,0.028467
1109,340461476,gambiae,1006,9167,732,1739,6696,6645,2794,126838,469468,234734,1,0,617,442,182,19,0,0,6882,0.0298506
1110,340461476,gambiae,1006,9106,719,1736,6651,6606,2884,127098,470198,235099,1,0,606,473,174,20,0,0,6806,0.0293183
1111,340461476,gambiae,1006,9102,731,1703,6668,6600,2853,127165,465914,232957,1,0,639,444,174,25,0,0,6718,0.0289495
1112,340461476,gambiae,1005,9135,714,1715,6706,6623,2856,127113,474688,237344,1,0,662,431,175,23,0,0,6846,0.0288379
1113,340461476,gambiae,1005,9145,723,1703,6719,6619,2835,127370,467578,233789,1,0,617,427,168,12,0,0,6766,0.0288442
1114,340461476,gambiae,1005,9165,705,1703,6757,6620,2849,127283,470386,235193,1,0,661,439,176,26,0,0,6752,0.0289406
1115,340461476,gambiae,1005,9089,696,1724,6669,6570,2920,127338,468648,234324,1,0,620,478,193,25,0,0,6722,0.0287083
1116,340461476,gambiae,1005,9147,702,1722,6723,6608,2812,127256,473728,236864,1,0,673,428,177,10,0,0,6985,0.0286868
1117,340461476,gambiae,1005,9107,705,1727,6675,6657,2783,127924,473330,236665,1,0,628,459,189,20,0,0,6806,0.0294895
1118,340461476,gambiae,1005,9041,699,1703,6639,6567,2873,127879,469992,234996,1,0,617,483,185,15,0,0,6984,0.0287579
1119,340461476,gambiae,1005,9028,685,1728,6615,6557,2893,128387,457762,228881,1,0,622,436,183,16,0,0,6903,0.0297197
1120,340461476,gambiae,1005,9026,690,1752,6584,6620,2942,128304,467518,233759,1,0,641,455,171,17,0,0,6884,0.0301598
1121,340461476,gambiae,1005,9056,707,1738,6611,6625,3049,128161,463720,231860,1,0,640,438,158,14,0,0,7151,0.0294491
1122,340461476,gambiae,1005,9141,711,1760,6670,6668,2965,128896,458892,229446,1,0,666,418,146,17,0,0,6826,0.0308419
1123,340461476,gambiae,1005,9154,706,1742,6706,6685,2934,128802,469042,234521,1,0,669,452,178,26,0,0,6950,0.0297499
1124,340461476,gambiae,1005,9104,710,1735,6659,6691,2888,129135,478876,239438,1,0,640,460,212,18,0,0,6880,0.0296349
1125,340461476,gambiae,1005,9085,690,1725,6670,6733,2919,129168,463366,231683,1,0,614,445,161,27,0,0,6760,0.028734
1126,340461476,gambiae,1005,9033,681,1718,6634,6720,2951,128854,475070,237535,1,0,598,452,182,16,0,0,6994,0.0291778
1127,340461476,gambiae,1005,9103,673,1730,6700,6739,2905,129319,467802,233901,1,0,677,409,178,20,0,0,6748,0.0294441
1128,340461476,gambiae,1005,9138,673,1751,6714,6691,2964,128905,462222,231111,1,0,651,434,168,14,0,0,7186,0.0288498
1129,340461476,gambiae,1005,9121,663,1733,6725,6696,2892,129492,458604,229302,1,0,666,455,204,24,0,0,7046,0.0310933
1130,340461476,gambiae,1005,9192,679,1750,6763,6733,2839,129600,465876,232938,1,0,678,433,156,18,0,0,7022,0.030728
1131,340461476,gambiae,1004,9147,696,1753,6698,6710,2943,129779,460476,230238,1,0,582,441,167,19,0,0,7154,0.0301454
1132,340461476,gambiae,1004,9105,687,1738,6680,6716,3034,129999,480028,240014,1,0,606,428,193,27,0,0,7016,0.0310722
1133,340461476,gambiae,1004,9109,691,1720,6698,6773,3014,130012,487944,243972,1,0,648,435,189,20,0,0,7019,0.0292316
1134,340461476,gambiae,1004,9123,688,1716,6719,6818,2915,130209,470100,235050,1,0,665,466,172,13,0,0,7260,0.0287697
1135,340461476,gambiae,1004,9172,703,1708,6761,6819,2853,130933,475662,237831,1,0,674,409,196,20,0,0,6978,0.030887
1136,340461476,gambiae,1004,9146,719,1718,6709,6766,2875,131112,475450,237725,1,0,598,429,175,20,0,0,7093,0.0293402
1137,340461476,gambiae,1004,9195,717,1736,6742,6744,2884,131306,463448,231724,1,0,653,428,159,17,0,0,7119,0.029837
1138,340461476,gambiae,1004,9158,704,1744,6710,6751,2910,131725,463552,231776,1,0,604,442,175,24,0,0,6891,0.0307219
1139,340461476,gambiae,1004,9200,687,1760,6753,6797,3007,131280,487634,243817,1,0,653,422,177,12,0,0,7187,0.0297313
1140,340461476,gambiae,1005,9181,694,1771,6716,6822,3119,131235,477356,238678,1,0,621,431,180,29,0,0,7441,0.029477
1141,340461476,gambiae,1005,9176,672,1826,6678,6926,3001,132003,476582,238291,1,0,654,456,180,23,0,0,7097,0.0311759
1142,340461476,gambiae,1005,9188,656,1803,6729,6971,2874,132241,464172,232086,1,0,663,458,178,15,0,0,7117,0.0297829
1143,340461476,gambiae,1005,9203,662,1811,6730,7010,2902,132727,473524,236762,1,0,607,419,154,19,0,0,7054,0.0306654
1144,340461476,gambiae,1005,9132,665,1815,6652,7003,3017,132711,481474,240737,1,0,610,478,182,21,0,0,7236,0.0297936
1145,340461476,gambiae,1005,9145,665,1826,6654,7032,3006,132908,459780,229890,1,0,672,461,176,22,0,0,7178,0.0300577
1146,340461476,gambiae,1005,9202,678,1786,6738,7111,2875,133304,468700,234350,1,0,687,432,180,18,0,0,6899,0.0312236
1147,340461476,gambiae,1005,9172,673,1756,6743,7123,2864,132886,466638,233319,1,0,625,452,184,19,0,0,7165,0.0294389
1148,340461476,gambiae,1005,9151,682,1741,6728,7047,2910,132979,469710,234855,1,0,608,457,161,11,0,0,7033,0.030709
1149,340461476,gambiae,1004,9116,700,1715,6701,7024,3057,132664,471124,235562,1,0,588,447,156,20,0,0,7282,0.0299461
1150,340461476,gambiae,1004,9103,707,1709,6687,6999,2984,133221,465942,232971,1,0,628,435,188,18,0,0,7166,0.0309133
1151,340461476,gambiae,1004,9118,710,1699,6709,7072,2991,133243,460750,230375,1,0,672,459,177,21,0,0,7107,0.0307592
1152,340461476,gambiae,1004,9034,711,1697,6626,7087,2992,133373,466240,233120,1,0,587,469,184,18,0,0,7164,0.0308497
1153,340461476,gambiae,1004,9090,725,1722,6643,7105,2907,133557,474522,237261,1,0,680,461,147,16,0,0,7142,0.030731
1154,340461476,gambiae,1004,9071,695,1735,6641,7074,2931,133639,460908,230454,1,0,635,443,195,16,0,0,7215,0.0301019
1155,340461476,gambiae,1004,9024,695,1727,6602,7108,2977,133821,462608,231304,1,0,583,445,171,14,0,0,7345,0.0313078
1156,340461476,gambiae,1004,9026,699,1724,6603,7107,2979,134068,460566,230283,1,0,619,434,159,24,0,0,7159,0.0317547
1157,340461476,gambiae,1004,9018,710,1726,6582,7184,2970,134160,460164,230082,1,0,615,392,208,23,0,0,7286,0.0310878
1158,340461476,gambiae,1004,8994,706,1725,6563,7250,3000,134674,463174,231587,1,0,610,444,170,20,0,0,7243,0.031667
1159,340461476,gambiae,1005,8992,692,1720,6580,7242,3043,134801,476706,238353,1,0,617,424,181,14,0,0,7255,0.0312755
1160,340461476,gambiae,1006,8993,677,1727,6589,7317,3002,134727,465012,232506,1,0,632,445,164,22,0,0,7391,0.030438
1161,340461476,gambiae,1006,9011,676,1749,6586,7357,2970,135259,473750,236875,1,0,625,426,161,20,0,0,7083,0.0317884
1162,340461476,gambiae,1006,8985,668,1773,6544,7390,3037,134864,455138,227569,1,0,625,447,182,22,0,0,7382,0.0299018
1163,340461476,gambiae,1006,8988,640,1799,6549,7464,3111,134919,464878,232439,1,0,623,417,176,27,0,0,7321,0.0324385
1164,340461476,gambiae,1006,8966,642,1780,6544,7471,3152,135360,449480,224740,1,0,609,439,175,17,0,0,7285,0.0314964
1165,340461476,gambiae,1006,8966,658,1750,6558,7487,3012,135476,469050,234525,1,0,671,485,165,21,0,0,7336,0.0324152
1166,340461476,gambiae,1006,9011,666,1763,6582,7461,2968,135625,454608,227304,1,0,650,433,160,12,0,0,7354,0.0312802
1167,340461476,gambiae,1006,9019,676,1755,6588,7497,3036,136027,464878,232439,1,0,583,398,149,28,0,0,7204,0.0323531
1168,340461476,gambiae,1006,9017,680,1720,6617,7476,3029,135600,453744,226872,1,0,639,441,181,19,0,0,7590,0.0309931
1169,340461476,gambiae,1006,9037,707,1727,6603,7536,2931,136044,458310,229155,1,0,642,421,178,23,0,0,7440,0.033455
1170,340461476,gambiae,1005,9036,704,1743,6589,7516,3000,136620,471342,235671,1,0,635,437,177,22,0,0,7299,0.0324671
1171,340461476,gambiae,1005,8984,704,1724,6556,7485,3118,136707,460096,230048,1,0,607,474,174,11,0,0,7609,0.0309711
1172,340461476,gambiae,1005,8994,691,1736,6567,7554,3124,137154,470168,235084,1,0,652,456,175,11,0,0,7580,0.0330757
1173,340461476,gambiae,1005,9035,693,1708,6634,7559,3060,137619,465082,232541,1,0,674,451,165,17,0,0,7497,0.0322438
1174,340461476,gambiae,1005,9076,700,1679,6697,7511,3009,137991,452674,226337,1,0,664,434,162,27,0,0,7343,0.0322395
1175,340461476,gambiae,1005,9137,697,1695,6745,7499,3020,137957,463088,231544,1,0,648,418,150,19,0,0,7435,0.0324428
1176,340461476,gambiae,1005,9115,705,1718,6692,7482,3044,138014,453120,226560,1,0,597,423,181,15,0,0,7384,0.0321105
1177,340461476,gambiae,1006,9116,700,1715,6701,7526,3043,138191,460954,230477,1,0,635,451,165,18,0,0,7373,0.0325918
1178,340461476,gambiae,1006,9118,705,1724,6689,7505,3136,138258,492140,246070,1,0,613,421,168,22,0,0,7685,0.0319902
1179,340461476,gambiae,1006,9094,705,1725,6664,7563,3098,139206,476238,238119,1,0,618,441,180,21,0,0,7447,0.031231
1180,340461476,gambiae,1006,9093,698,1706,6689,7603,3066,139364,469338,234669,1,0,675,460,196,20,0,0,7557,0.0312743
1181,340461476,gambiae,1006,9067,695,1701,6671,7629,3109,139621,476430,238215,1,0,620,451,182,13,0,0,7548,0.0322028
1182,340461476,gambiae,1006,9084,686,1702,6696,7642,3109,139378,459942,229971,1,0,650,447,166,20,0,0,7826,0.0316857
1183,340461476,gambiae,1006,9105,678,1686,6741,7707,3049,140053,464554,232277,1,0,654,454,154,25,0,0,7743,0.0340304
1184,340461476,gambiae,1006,9150,674,1676,6800,7729,3041,140544,460668,230334,1,0,672,429,176,22,0,0,7605,0.0333352
1185,340461476,gambiae,1006,9174,688,1681,6805,7730,3089,140730,464376,232188,1,0,642,444,153,21,0,0,7612,0.0330173
1186,340461476,gambiae,1006,9161,696,1702,6763,7742,3060,140758,472006,236003,1,0,594,440,149,18,0,0,7888,0.0327838
1187,340461476,gambiae,1006,9124,694,1689,6741,7743,3048,141446,463578,231789,1,0,621,434,201,23,0,0,7714,0.0334233
1188,340461476,gambiae,1006,9085,707,1685,6693,7741,3080,141927,471762,235881,1,0,616,449,186,20,0,0,7715,0.0332803
1189,340461476,gambiae,1006,9093,693,1711,6689,7767,3132,142316,486628,243314,1,0,631,437,166,20,0,0,7773,0.0327072
1190,340461476,gambiae,1006,9053,682,1735,6636,7742,3107,142602,484864,242432,1,0,616,450,183,23,0,0,7676,0.0319464
1191,340461476,gambiae,1006,9100,677,1754,6669,7730,3108,142664,471970,235985,1,0,672,434,173,18,0,0,7740,0.0316625
1192,340461476,gambiae,1006,9063,677,1748,6638,7672,3180,143019,468666,234333,1,0,608,456,171,18,0,0,7684,0.0327987
1193,340461476,gambiae,1006,9074,671,1722,6681,7721,3089,142948,477150,238575,1,0,653,432,185,25,0,0,7767,0.0327909
1194,340461476,gambiae,1006,9134,693,1707,6734,7763,3175,143023,457222,228611,1,0,656,425,155,16,0,0,7894,0.0325558
1195,340461476,gambiae,1006,9094,695,1696,6703,7801,3254,143408,460550,230275,1,0,610,433,195,22,0,0,7871,0.0345303
1196,340461476,gambiae,1007,9149,686,1710,6753,7847,3260,143514,468780,234390,1,0,686,450,160,21,0,0,7903,0.0341809
1197,340461476,gambiae,1007,9182,669,1762,6751,7893,3148,144009,460462,230231,1,0,657,438,167,19,0,0,7666,0.0337173
1198,340461476,gambiae,1007,9193,657,1747,6789,7959,3153,144068,473326,236663,1,0,664,454,176,23,0,0,7969,0.033297
1199,340461476,gambiae,1007,9183,662,1739,6782,8031,3161,144733,470642,235321,1,0,597,436,157,14,0,0,8006,0.0336724
1200,340461476,gambiae,1007,9233,666,1755,6812,7982,3138,145443,477366,238683,1,0,691,448,172,21,0,0,8030,0.0340216
1201,340461476,gambiae,1007,9226,669,1761,6796,7974,3230,146033,471156,235578,1,0,630,445,175,17,0,0,7952,0.0336429
1202,340461476,gambiae,1007,9183,670,1743,6770,8004,3236,146224,475820,237910,1,0,624,465,180,22,0,0,7762,0.0337553
1203,340461476,gambiae,1006,9149,687,1724,6738,8064,3166,146176,483550,241775,1,0,621,453,183,19,0,0,7953,0.0326258
1204,340461476,gambiae,1006,9179,686,1750,6743,8102,3155,146388,485566,242783,1,0,622,400,171,21,0,0,8148,0.0328942
1205,340461476,gambiae,1006,9159,685,1735,6739,8133,3209,146960,474506,237253,1,0,620,433,191,16,0,0,8215,0.0335608
1206,340461476,gambiae,1007,9129,685,1723,6721,8119,3275,147934,472600,236300,1,0,619,454,177,18,0,0,7941,0.0346255
1207,340461476,gambiae,1007,9131,703,1740,6688,8171,3215,147870,487934,243967,1,0,631,433,174,22,0,0,8251,0.0336056
1208,340461476,gambiae,1007,9090,676,1754,6660,8177,3217,148402,456138,228069,1,0,661,473,211,18,0,0,8138,0.0338201
1209,340461476,gambiae,1008,9081,659,1775,6647,8131,3312,148638,473428,236714,1,0,614,428,176,19,0,0,8160,0.0356822
1210,340461476,gambiae,1008,9078,656,1775,6647,8158,3308,149122,465548,232774,1,0,616,425,173,21,0,0,8120,0.034472
1211,340461476,gambiae,1008,9042,655,1815,6572,8224,3240,149483,476254,238127,1,0,648,469,193,22,0,0,8227,0.0348836
1212,340461476,gambiae,1008,8996,632,1822,6542,8286,3280,150247,471816,235908,1,0,617,462,179,22,0,0,8139,0.0345488
1213,340461476,gambiae,1008,8984,643,1806,6535,8386,3227,150798,464310,232155,1,0,611,429,172,22,0,0,8030,0.0345007
1214,340461476,gambiae,1008,9047,661,1831,6555,8448,3268,150928,474150,237075,1,0,653,395,178,17,0,0,8286,0.034589
1215,340461476,gambiae,1008,8972,649,1831,6492,8477,3425,151702,466072,233036,1,0,574,442,187,20,0,0,8155,0.034951
1216,340461476,gambiae,1008,8993,668,1773,6552,8551,3376,152118,481460,240730,1,0,691,471,180,19,0,0,8150,0.0349946
1217,340461476,gambiae,1008,9009,670,1763,6576,8618,3396,151801,452440,226220,1,0,646,428,189,13,0,0,8441,0.0338554
1218,340461476,gambiae,1008,8980,672,1809,6499,8682,3339,152417,456172,228086,1,0,639,459,190,19,0,0,8658,0.0373132
1219,340461476,gambiae,1007,8993,683,1741,6569,8687,3301,153580,460966,230483,1,0,646,450,166,17,0,0,8458,0.0379594
1220,340461476,gambiae,1007,8946,690,1716,6540,8768,3234,154080,454572,227286,1,0,611,449,187,22,0,0,8638,0.0366969
1221,340461476,gambiae,1007,8931,697,1686,6548,8791,3382,154844,459340,229670,1,0,619,447,176,11,0,0,8502,0.038005
1222,340461476,gambiae,1007,8877,698,1716,6463,8761,3407,155532,450548,225274,1,0,598,459,176,17,0,0,8584,0.0370183
1223,340461476,gambiae,1006,8872,702,1710,6460,8832,3410,156150,461972,230986,1,0,623,450,163,15,0,0,8857,0.0381047
1224,340461476,gambiae,1006,8858,700,1692,6466,8903,3388,157133,464676,232338,1,0,615,448,161,20,0,0,8875,0.0383443
1225,340461476,gambiae,1006,8837,703,1677,6457,8959,3425,158223,458118,229059,1,0,639,475,169,16,0,0,8699,0.0381987
1226,340461476,gambiae,1006,8879,700,1662,6517,8956,3354,158815,442548,221274,1,0,635,426,148,19,0,0,8747,0.0379771
1227,340461476,gambiae,1005,8878,714,1668,6496,9012,3356,159654,465742,232871,1,0,623,415,185,24,0,0,8675,0.0395302
1228,340461476,gambiae,1006,8853,710,1673,6470,8984,3571,159854,471294,235647,1,0,605,444,168,18,0,0,8931,0.0372524
1229,340461476,gambiae,1006,8881,711,1673,6497,9021,3512,160844,445986,222993,1,0,642,440,163,11,0,0,8841,0.0378999
1230,340461476,gambiae,1006,8910,703,1656,6551,9116,3442,161587,449372,224686,1,0,687,467,175,16,0,0,8704,0.039647
1231,340461476,gambiae,1006,8899,692,1646,6561,9120,3527,161964,465268,232634,1,0,604,426,167,22,0,0,8837,0.0387385
1232,340461476,gambiae,1006,8879,691,1634,6554,9153,3480,162633,443080,221540,1,0,616,424,187,25,0,0,8650,0.0379867
1233,340461476,gambiae,1007,8872,685,1631,6556,9233,3448,162913,460542,230271,1,0,654,463,174,24,0,0,8559,0.0390449
1234,340461476,gambiae,1007,8770,694,1631,6445,9261,3564,162697,456740,228370,1,0,569,464,193,14,0,0,8935,0.0371692
1235,340461476,gambiae,1007,8781,681,1649,6451,9319,3600,163029,448104,224052,1,0,630,433,168,18,0,0,9143,0.0391251
1236,340461476,gambiae,1006,8828,688,1665,6475,9350,3541,163983,457676,228838,1,0,652,418,173,14,0,0,9144,0.0408075
1237,340461476,gambiae,1006,8841,667,1658,6516,9357,3539,164824,467336,233668,1,0,656,450,176,17,0,0,9022,0.0399584
1238,340461476,gambiae,1006,8799,679,1660,6460,9418,3487,165025,447036,223518,1,0,609,426,206,19,0,0,8963,0.0386103
1239,340461476,gambiae,1005,8780,676,1658,6446,9427,3423,165371,464862,232431,1,0,611,423,186,21,0,0,9013,0.0400997
