
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
604,1,26,50,55,48,24,43,44,41,11,16,0,0,3,15,0,0,19,141,68,25,16,140,61,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.451382,0.451382,0.451382,0.451382,0.677073,0.677073,0.451382,0.451382,0.451382,0.451382,0.677073,0.677073,0.470388,0.470388,0.176395,0.176395,0.176395,0.176395,0.470388,0.470388,0.176395,0.176395,0.176395,0.176395,9.59339e-05,0,0,0,0,0,9.59339e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35415,1.35415,1.35415,1.35415,2.70829,2.70829,1.41116,1.41116,0.705581,0.705581,0.705581,0.705581,0.180548,0.0541643,0.0361095,0.0180548,0.0180548,0.0541643,0,0,0,0
605,1,26,50,55,48,24,43,44,41,11,16,0,0,3,15,0,0,19,141,68,25,16,140,61,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.337338,0.337338,0.337338,0.337338,0.674676,0.674676,0.337338,0.337338,0.337338,0.337338,0.674676,0.674676,0.351542,0.351542,0.175771,0.175771,0.175771,0.175771,0.351542,0.351542,0.175771,0.175771,0.175771,0.175771,9.60535e-05,0,0,0,0,0,9.60535e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34935,1.34935,1.34935,1.34935,2.6987,2.6987,1.40617,1.40617,0.703083,0.703083,0.703083,0.703083,0.179908,0.0539725,0.0359817,0.0179908,0.0179908,0.0539725,0,0,0,0
606,1,26,50,55,48,24,43,44,41,11,16,0,0,3,15,0,0,19,141,68,25,16,140,61,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.450469,0.450469,0.450469,0.450469,0.386116,0.386116,0.450469,0.450469,0.450469,0.450469,0.386116,0.386116,0.469436,0.469436,0.100593,0.100593,0.100593,0.100593,0.469436,0.469436,0.100593,0.100593,0.100593,0.100593,9.6046e-05,0,0,0,0,0,9.6046e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35141,1.35141,1.35141,1.35141,2.70281,2.70281,1.40831,1.40831,0.704154,0.704154,0.704154,0.704154,0.180182,0.0540547,0.0360365,0.0180182,0.0180182,0.0540547,0,0,0,0
607,1,26,50,55,48,24,43,44,41,11,16,0,0,3,15,0,0,19,141,68,25,16,140,61,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.270418,0.270418,0.270418,0.270418,0.676046,0.676046,0.270418,0.270418,0.270418,0.270418,0.676046,0.676046,0.281804,0.281804,0.176128,0.176128,0.176128,0.176128,0.281804,0.281804,0.176128,0.176128,0.176128,0.176128,9.59923e-05,0,0,0,0,0,9.59923e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35209,1.35209,1.35209,1.35209,2.70418,2.70418,1.40902,1.40902,0.704511,0.704511,0.704511,0.704511,0.180274,0.0540821,0.0360547,0.0180274,0.0180274,0.0540821,0,0,0,0
608,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.448756,0.448756,0.448756,0.448756,0.897513,0.897513,0.448756,0.448756,0.448756,0.448756,0.897513,0.897513,0.467651,0.467651,0.233826,0.233826,0.233826,0.233826,0.467651,0.467651,0.233826,0.233826,0.233826,0.233826,9.60392e-05,0,0,0,0,0,9.60392e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34627,1.34627,1.34627,1.34627,2.69254,2.69254,1.40295,1.40295,0.701477,0.701477,0.701477,0.701477,0.179497,0.0538492,0.0358995,0.0179497,0.0179497,0.0538492,0,0,0,0
609,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.268774,0.268774,0.268774,0.268774,1.34387,1.34387,0.268774,0.268774,0.268774,0.268774,1.34387,1.34387,0.280091,0.280091,0.350114,0.350114,0.350114,0.350114,0.280091,0.280091,0.350114,0.350114,0.350114,0.350114,9.60738e-05,0,0,0,0,0,9.60738e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34387,1.34387,1.34387,1.34387,2.68774,2.68774,1.40046,1.40046,0.700228,0.700228,0.700228,0.700228,0.179178,0.0537533,0.0358355,0.0179178,0.0179178,0.0537533,0,0,0,0
610,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.672963,0.672963,0.672963,0.672963,0.538371,0.538371,0.672963,0.672963,0.672963,0.672963,0.538371,0.538371,0.701299,0.701299,0.14026,0.14026,0.14026,0.14026,0.701299,0.701299,0.14026,0.14026,0.14026,0.14026,9.62207e-05,0,0,0,0,0,9.62207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34593,1.34593,1.34593,1.34593,2.69185,2.69185,1.4026,1.4026,0.701299,0.701299,0.701299,0.701299,0.179452,0.0538355,0.0358903,0.0179452,0.0179452,0.0538355,0,0,0,0
611,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,1.34353,1.34353,1.34353,1.34353,0.537412,0.537412,1.34353,1.34353,1.34353,1.34353,0.537412,0.537412,1.4001,1.4001,0.14001,0.14001,0.14001,0.14001,1.4001,1.4001,0.14001,0.14001,0.14001,0.14001,9.62558e-05,0,0,0,0,0,9.62558e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34353,1.34353,1.34353,1.34353,2.68706,2.68706,1.4001,1.4001,0.70005,0.70005,0.70005,0.70005,0.179132,0.0537396,0.0358264,0.0179132,0.0179132,0.0537396,0,0,0,0
612,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.673648,0.673648,0.673648,0.673648,0.538919,0.538919,0.673648,0.673648,0.673648,0.673648,0.538919,0.538919,0.702012,0.702012,0.140402,0.140402,0.140402,0.140402,0.702012,0.702012,0.140402,0.140402,0.140402,0.140402,9.60611e-05,0,0,0,0,0,9.60611e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3473,1.3473,1.3473,1.3473,2.69459,2.69459,1.40402,1.40402,0.702012,0.702012,0.702012,0.702012,0.179634,0.0538903,0.0359269,0.0179634,0.0179634,0.0538903,0,0,0,0
613,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.337509,0.337509,0.337509,0.337509,0.450012,0.450012,0.337509,0.337509,0.337509,0.337509,0.450012,0.450012,0.35172,0.35172,0.11724,0.11724,0.11724,0.11724,0.35172,0.35172,0.11724,0.11724,0.11724,0.11724,9.59486e-05,0,0,0,0,0,9.59486e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35004,1.35004,1.35004,1.35004,2.70007,2.70007,1.40688,1.40688,0.70344,0.70344,0.70344,0.70344,0.18,0.0539999,0.0359999,0.018,0.018,0.0539999,0,0,0,0
614,1,34,52,57,55,28,41,45,47,15,22,0,0,7,10,0,0,18,144,65,26,15,140,60,21,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.270007,0.270007,0.270007,0.270007,0.300008,0.300008,0.270007,0.270007,0.270007,0.270007,0.300008,0.300008,0.281376,0.281376,0.07816,0.07816,0.07816,0.07816,0.281376,0.281376,0.07816,0.07816,0.07816,0.07816,9.6051e-05,0,0,0,0,0,9.6051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35004,1.35004,1.35004,1.35004,2.70007,2.70007,1.40688,1.40688,0.70344,0.70344,0.70344,0.70344,0.18,0.0539999,0.0359999,0.018,0.018,0.0539999,0,0,0,0
615,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.225291,0.225291,0.225291,0.225291,0.337937,0.337937,0.225291,0.225291,0.225291,0.225291,0.337937,0.337937,0.234777,0.234777,0.0880415,0.0880415,0.0880415,0.0880415,0.234777,0.234777,0.0880415,0.0880415,0.0880415,0.0880415,9.60191e-05,0,0,0,0,0,9.60191e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35175,1.35175,1.35175,1.35175,2.7035,2.7035,1.40866,1.40866,0.704332,0.704332,0.704332,0.704332,0.180228,0.0540684,0.0360456,0.0180228,0.0180228,0.0540684,0,0,0,0
616,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.337509,0.337509,0.337509,0.337509,0.300008,0.300008,0.337509,0.337509,0.337509,0.337509,0.300008,0.300008,0.35172,0.35172,0.07816,0.07816,0.07816,0.07816,0.35172,0.35172,0.07816,0.07816,0.07816,0.07816,9.59486e-05,0,0,0,0,0,9.59486e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35004,1.35004,1.35004,1.35004,2.70007,2.70007,1.40688,1.40688,0.70344,0.70344,0.70344,0.70344,0.18,0.0539999,0.0359999,0.018,0.018,0.0539999,0,0,0,0
617,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.33828,0.33828,0.33828,0.33828,0.270624,0.270624,0.33828,0.33828,0.33828,0.33828,0.270624,0.270624,0.352523,0.352523,0.0705046,0.0705046,0.0705046,0.0705046,0.352523,0.352523,0.0705046,0.0705046,0.0705046,0.0705046,9.59121e-05,0,0,0,0,0,9.59121e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35312,1.35312,1.35312,1.35312,2.70624,2.70624,1.41009,1.41009,0.705046,0.705046,0.705046,0.705046,0.180411,0.0541232,0.0360821,0.0180411,0.0180411,0.0541232,0,0,0,0
618,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.270213,0.270213,0.270213,0.270213,0.450355,0.450355,0.270213,0.270213,0.270213,0.270213,0.450355,0.450355,0.28159,0.28159,0.117329,0.117329,0.117329,0.117329,0.28159,0.28159,0.117329,0.117329,0.117329,0.117329,9.57155e-05,0,0,0,0,0,9.57155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35106,1.35106,1.35106,1.35106,2.70213,2.70213,1.40795,1.40795,0.703975,0.703975,0.703975,0.703975,0.180137,0.054041,0.0360273,0.0180137,0.0180137,0.054041,0,0,0,0
619,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.169054,0.169054,0.169054,0.169054,0.676217,0.676217,0.169054,0.169054,0.169054,0.169054,0.676217,0.676217,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,0.176172,9.56601e-05,0,0,0,0,0,9.56601e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35243,1.35243,1.35243,1.35243,2.70487,2.70487,1.40938,1.40938,0.704689,0.704689,0.704689,0.704689,0.180319,0.0540958,0.0360638,0.0180319,0.0180319,0.0540958,0,0,0,0
620,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.135312,0.135312,0.135312,0.135312,0.676559,0.676559,0.135312,0.135312,0.135312,0.135312,0.676559,0.676559,0.141009,0.141009,0.176262,0.176262,0.176262,0.176262,0.141009,0.141009,0.176262,0.176262,0.176262,0.176262,9.56578e-05,0,0,0,0,0,9.56578e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35312,1.35312,1.35312,1.35312,2.70624,2.70624,1.41009,1.41009,0.705046,0.705046,0.705046,0.705046,0.180411,0.0541232,0.0360821,0.0180411,0.0180411,0.0541232,0,0,0,0
621,1,33,49,51,53,29,37,39,40,19,22,0,0,7,10,0,0,17,143,62,26,14,141,58,18,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.135586,0.135586,0.135586,0.135586,0.387388,0.387388,0.135586,0.135586,0.135586,0.135586,0.387388,0.387388,0.141295,0.141295,0.100925,0.100925,0.100925,0.100925,0.141295,0.141295,0.100925,0.100925,0.100925,0.100925,9.5497e-05,0,0,0,0,0,9.5497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35586,1.35586,1.35586,1.35586,2.71172,2.71172,1.41295,1.41295,0.706474,0.706474,0.706474,0.706474,0.180776,0.0542328,0.0361552,0.0180776,0.0180776,0.0542328,0,0,0,0
622,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.135723,0.135723,0.135723,0.135723,0.339307,0.339307,0.135723,0.135723,0.135723,0.135723,0.339307,0.339307,0.141438,0.141438,0.0883984,0.0883984,0.0883984,0.0883984,0.141438,0.141438,0.0883984,0.0883984,0.0883984,0.0883984,9.54926e-05,0,0,0,0,0,9.54926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35723,1.35723,1.35723,1.35723,2.71446,2.71446,1.41437,1.41437,0.707187,0.707187,0.707187,0.707187,0.180959,0.0542876,0.0361917,0.0180959,0.0180959,0.0542876,0,0,0,0
623,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.151108,0.151108,0.151108,0.151108,0.247267,0.247267,0.151108,0.151108,0.151108,0.151108,0.247267,0.247267,0.15747,0.15747,0.0644195,0.0644195,0.0644195,0.0644195,0.15747,0.15747,0.0644195,0.0644195,0.0644195,0.0644195,9.54838e-05,0,0,0,0,0,9.54838e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35997,1.35997,1.35997,1.35997,2.71994,2.71994,1.41723,1.41723,0.708615,0.708615,0.708615,0.708615,0.181324,0.0543971,0.0362648,0.0181324,0.0181324,0.0543971,0,0,0,0
624,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.135826,0.135826,0.135826,0.135826,0.339564,0.339564,0.135826,0.135826,0.135826,0.135826,0.339564,0.339564,0.141545,0.141545,0.0884653,0.0884653,0.0884653,0.0884653,0.141545,0.141545,0.0884653,0.0884653,0.0884653,0.0884653,9.52132e-05,0,0,0,0,0,9.52132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35826,1.35826,1.35826,1.35826,2.71651,2.71651,1.41545,1.41545,0.707723,0.707723,0.707723,0.707723,0.181095,0.0543287,0.0362191,0.0181096,0.0181096,0.0543287,0,0,0,0
625,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.226205,0.226205,0.226205,0.226205,0.301606,0.301606,0.226205,0.226205,0.226205,0.226205,0.301606,0.301606,0.235729,0.235729,0.0785764,0.0785764,0.0785764,0.0785764,0.235729,0.235729,0.0785764,0.0785764,0.0785764,0.0785764,9.52413e-05,0,0,0,0,0,9.52413e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35723,1.35723,1.35723,1.35723,2.71446,2.71446,1.41437,1.41437,0.707187,0.707187,0.707187,0.707187,0.180959,0.0542876,0.0361917,0.0180959,0.0180959,0.0542876,0,0,0,0
626,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.271583,0.271583,0.271583,0.271583,0.339478,0.339478,0.271583,0.271583,0.271583,0.271583,0.339478,0.339478,0.283018,0.283018,0.088443,0.088443,0.088443,0.088443,0.283018,0.283018,0.088443,0.088443,0.088443,0.088443,9.52894e-05,0,0,0,0,0,9.52894e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35791,1.35791,1.35791,1.35791,2.71583,2.71583,1.41509,1.41509,0.707544,0.707544,0.707544,0.707544,0.18105,0.0543149,0.03621,0.018105,0.018105,0.0543149,0,0,0,0
627,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.33905,0.353326,0.353326,0.0883315,0.0883315,0.0883315,0.0883315,0.353326,0.353326,0.0883315,0.0883315,0.0883315,0.0883315,9.54203e-05,0,0,0,0,0,9.54203e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3562,1.3562,1.3562,1.3562,2.7124,2.7124,1.4133,1.4133,0.706652,0.706652,0.706652,0.706652,0.180822,0.0542465,0.0361643,0.0180822,0.0180822,0.0542465,0,0,0,0
628,1,33,45,45,49,24,34,36,40,15,23,0,0,6,7,0,0,16,147,63,22,12,147,61,15,96,96,0,0,5,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0.338793,0.338793,0.338793,0.338793,0.271035,0.271035,0.338793,0.338793,0.338793,0.338793,0.271035,0.271035,0.353058,0.353058,0.0706117,0.0706117,0.0706117,0.0706117,0.353058,0.353058,0.0706117,0.0706117,0.0706117,0.0706117,9.54488e-05,0,0,0,0,0,9.54488e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35517,1.35517,1.35517,1.35517,2.71035,2.71035,1.41223,1.41223,0.706117,0.706117,0.706117,0.706117,0.180685,0.0542054,0.0361369,0.0180685,0.0180685,0.0542054,0,0,0,0
629,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0.676902,0.676902,0.676902,0.676902,0.300845,0.300845,0.676902,0.676902,0.676902,0.676902,0.300845,0.300845,0.705403,0.705403,0.0783781,0.0783781,0.0783781,0.0783781,0.705403,0.705403,0.0783781,0.0783781,0.0783781,0.0783781,9.56555e-05,0,0,0,0,0,9.56555e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3538,1.3538,1.3538,1.3538,2.70761,2.70761,1.41081,1.41081,0.705403,0.705403,0.705403,0.705403,0.180502,0.0541506,0.0361004,0.0180502,0.0180502,0.0541506,0,0,0,0
630,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,1.35278,1.35278,1.35278,1.35278,0.338194,0.338194,1.35278,1.35278,1.35278,1.35278,0.338194,0.338194,1.40974,1.40974,0.0881085,0.0881085,0.0881085,0.0881085,1.40974,1.40974,0.0881085,0.0881085,0.0881085,0.0881085,9.57859e-05,0,0,0,0,0,9.57859e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35278,1.35278,1.35278,1.35278,2.70555,2.70555,1.40974,1.40974,0.704868,0.704868,0.704868,0.704868,0.180365,0.0541095,0.036073,0.0180365,0.0180365,0.0541095,0,0,0,0
631,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449327,0.449327,0,0,0,0,0.449327,0.449327,0,0,0.117062,0.117062,0.117062,0.117062,0,0,0.117062,0.117062,0.117062,0.117062,9.57515e-05,0,0,0,0,0,9.57515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34798,1.34798,1.34798,1.34798,2.69596,2.69596,1.40474,1.40474,0.702369,0.702369,0.702369,0.702369,0.179726,0.0539177,0.0359451,0.0179726,0.0179726,0.0539177,0,0,0,0
632,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0.674505,0.674505,0.674505,0.674505,0.385431,0.385431,0.674505,0.674505,0.674505,0.674505,0.385431,0.385431,0.702905,0.702905,0.100415,0.100415,0.100415,0.100415,0.702905,0.702905,0.100415,0.100415,0.100415,0.100415,9.58245e-05,0,0,0,0,0,9.58245e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34901,1.34901,1.34901,1.34901,2.69802,2.69802,1.40581,1.40581,0.702905,0.702905,0.702905,0.702905,0.179863,0.0539588,0.0359725,0.0179863,0.0179863,0.0539588,0,0,0,0
633,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,1.35106,1.35106,1.35106,1.35106,0.337766,0.337766,1.35106,1.35106,1.35106,1.35106,0.337766,0.337766,1.40795,1.40795,0.0879969,0.0879969,0.0879969,0.0879969,1.40795,1.40795,0.0879969,0.0879969,0.0879969,0.0879969,9.58173e-05,0,0,0,0,0,9.58173e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35106,1.35106,1.35106,1.35106,2.70213,2.70213,1.40795,1.40795,0.703975,0.703975,0.703975,0.703975,0.180137,0.054041,0.0360273,0.0180137,0.0180137,0.054041,0,0,0,0
634,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0.450469,0.450469,0.450469,0.450469,0.386116,0.386116,0.450469,0.450469,0.450469,0.450469,0.386116,0.386116,0.469436,0.469436,0.100593,0.100593,0.100593,0.100593,0.469436,0.469436,0.100593,0.100593,0.100593,0.100593,9.56889e-05,0,0,0,0,0,9.56889e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35141,1.35141,1.35141,1.35141,2.70281,2.70281,1.40831,1.40831,0.704154,0.704154,0.704154,0.704154,0.180182,0.0540547,0.0360365,0.0180182,0.0180182,0.0540547,0,0,0,0
635,1,35,44,47,49,30,37,37,40,16,15,0,0,7,13,0,0,16,149,69,21,11,144,66,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0.450583,0.450583,0.450583,0.450583,0.386214,0.386214,0.450583,0.450583,0.450583,0.450583,0.386214,0.386214,0.469555,0.469555,0.100619,0.100619,0.100619,0.100619,0.469555,0.469555,0.100619,0.100619,0.100619,0.100619,9.56624e-05,0,0,0,0,0,9.56624e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35175,1.35175,1.35175,1.35175,2.7035,2.7035,1.40866,1.40866,0.704332,0.704332,0.704332,0.704332,0.180228,0.0540684,0.0360456,0.0180228,0.0180228,0.0540684,0,0,0,0
636,1,35,44,44,49,29,38,34,35,14,22,0,0,5,10,0,0,16,152,71,19,13,149,67,14,99,97,0,1,5,6,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.337252,0.351452,0.351452,0.0878631,0.0878631,0.0878631,0.0878631,0.351452,0.351452,0.0878631,0.0878631,0.0878631,0.0878631,9.54178e-05,0,0,0,0,0,9.54178e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34901,1.34901,1.34901,1.34901,2.69802,2.69802,1.40581,1.40581,0.702905,0.702905,0.702905,0.702905,0.179863,0.0539588,0.0359725,0.0179863,0.0179863,0.0539588,0,0,0,0
