
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
863,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155412,0.00155412,0.00126075,0.00126075,0.00155412,0.00155412,0.00126075,0.00126075,0.000580819,0.000580819,0.000580819,0.000490686,0.000490686,0.000490686,0.000580819,0.000580819,0.000580819,0.000490686,0.000490686,0.000490686,0.000102058,8.26333e-05,0.000102058,8.26333e-05,0,0,0,0,0,0,0,0,2.3576,2.3576,2.3576,2.3576,0.818955,0.818955,0.818955,0.818955,0.818955,0.818955,0.157169,0.157169,0,0,0,0
864,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155527,0.00155527,0.00125867,0.00125867,0.00155527,0.00155527,0.00125867,0.00125867,0.000581306,0.000581306,0.000581306,0.000490107,0.000490107,0.000490107,0.000581306,0.000581306,0.000581306,0.000490107,0.000490107,0.000490107,0.000102065,8.26288e-05,0.000102065,8.26288e-05,0,0,0,0,0,0,0,0,2.35623,2.35623,2.35623,2.35623,0.818479,0.818479,0.818479,0.818479,0.818479,0.818479,0.157077,0.157077,0,0,0,0
865,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155494,0.00155494,0.00125892,0.00125892,0.00155494,0.00155494,0.00125892,0.00125892,0.000581212,0.000581212,0.000581212,0.000490267,0.000490267,0.000490267,0.000581212,0.000581212,0.000581212,0.000490267,0.000490267,0.000490267,0.000102108,8.26002e-05,0.000102108,8.26002e-05,0,0,0,0,0,0,0,0,2.35417,2.35417,2.35417,2.35417,0.817765,0.817765,0.817765,0.817765,0.817765,0.817765,0.15694,0.15694,0,0,0,0
866,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155584,0.00155584,0.00125965,0.00125965,0.00155584,0.00155584,0.00125965,0.00125965,0.00058155,0.00058155,0.00058155,0.000489965,0.000489965,0.000489965,0.00058155,0.00058155,0.00058155,0.000489965,0.000489965,0.000489965,0.000102101,8.26047e-05,0.000102101,8.26047e-05,0,0,0,0,0,0,0,0,2.35554,2.35554,2.35554,2.35554,0.818241,0.818241,0.818241,0.818241,0.818241,0.818241,0.157032,0.157032,0,0,0,0
867,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155806,0.00155806,0.00126275,0.00126275,0.00155806,0.00155806,0.00126275,0.00126275,0.000582675,0.000582675,0.000582675,0.000491077,0.000491077,0.000491077,0.000582675,0.000582675,0.000582675,0.000491077,0.000491077,0.000491077,0.000102052,8.26367e-05,0.000102052,8.26367e-05,0,0,0,0,0,0,0,0,2.36513,2.36513,2.36513,2.36513,0.821572,0.821572,0.821572,0.821572,0.821572,0.821572,0.157671,0.157671,0,0,0,0
868,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155936,0.00155936,0.00126309,0.00126309,0.00155936,0.00155936,0.00126309,0.00126309,0.000582223,0.000582223,0.000582223,0.000491902,0.000491902,0.000491902,0.000582223,0.000582223,0.000582223,0.000491902,0.000491902,0.000491902,0.000102077,8.26208e-05,0.000102077,8.26208e-05,0,0,0,0,0,0,0,0,2.37335,2.37335,2.37335,2.37335,0.824427,0.824427,0.824427,0.824427,0.824427,0.824427,0.158219,0.158219,0,0,0,0
869,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155916,0.00155916,0.00126396,0.00126396,0.00155916,0.00155916,0.00126396,0.00126396,0.000582205,0.000582205,0.000582205,0.000492367,0.000492367,0.000492367,0.000582205,0.000582205,0.000582205,0.000492367,0.000492367,0.000492367,0.000101864,8.27609e-05,0.000101864,8.27609e-05,0,0,0,0,0,0,0,0,2.36993,2.36993,2.36993,2.36993,0.823238,0.823238,0.823238,0.823238,0.823238,0.823238,0.157991,0.157991,0,0,0,0
870,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155863,0.00155863,0.00126441,0.00126441,0.00155863,0.00155863,0.00126441,0.00126441,0.000582094,0.000582094,0.000582094,0.000492112,0.000492112,0.000492112,0.000582094,0.000582094,0.000582094,0.000492112,0.000492112,0.000492112,0.000101759,8.28299e-05,0.000101759,8.28299e-05,0,0,0,0,0,0,0,0,2.36445,2.36445,2.36445,2.36445,0.821334,0.821334,0.821334,0.821334,0.821334,0.821334,0.157625,0.157625,0,0,0,0
871,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155638,0.00155638,0.00126393,0.00126393,0.00155638,0.00155638,0.00126393,0.00126393,0.000581251,0.000581251,0.000581251,0.000491399,0.000491399,0.000491399,0.000581251,0.000581251,0.000581251,0.000491399,0.000491399,0.000491399,0.000101743,8.28405e-05,0.000101743,8.28405e-05,0,0,0,0,0,0,0,0,2.36102,2.36102,2.36102,2.36102,0.820145,0.820145,0.820145,0.820145,0.820145,0.820145,0.157397,0.157397,0,0,0,0
872,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155379,0.00155379,0.001261,0.001261,0.00155379,0.00155379,0.001261,0.001261,0.000580313,0.000580313,0.000580313,0.000490258,0.000490258,0.000490258,0.000580313,0.000580313,0.000580313,0.000490258,0.000490258,0.000490258,0.000101704,8.28663e-05,0.000101704,8.28663e-05,0,0,0,0,0,0,0,0,2.35554,2.35554,2.35554,2.35554,0.818241,0.818241,0.818241,0.818241,0.818241,0.818241,0.157032,0.157032,0,0,0,0
873,1,411,18,399,0,374,12,356,0,70,447,4,63,444,0,386,7,3,382,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155375,0.00155375,0.00126497,0.00126497,0.00155375,0.00155375,0.00126497,0.00126497,0.000581419,0.000581419,0.000581419,0.000491836,0.000491836,0.000491836,0.000581419,0.000581419,0.000581419,0.000491836,0.000491836,0.000491836,0.000101641,8.29081e-05,0.000101641,8.29081e-05,0,0,0,0,0,0,0,0,2.36171,2.36171,2.36171,2.36171,0.820383,0.820383,0.820383,0.820383,0.820383,0.820383,0.157443,0.157443,0,0,0,0
874,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155355,0.00155355,0.00126449,0.00126449,0.00155355,0.00155355,0.00126449,0.00126449,0.0005814,0.0005814,0.0005814,0.000490829,0.000490829,0.000490829,0.0005814,0.0005814,0.0005814,0.000490829,0.000490829,0.000490829,0.000101429,8.30503e-05,0.000101429,8.30503e-05,0,0,0,0,0,0,0,0,2.35828,2.35828,2.35828,2.35828,0.819193,0.819193,0.819193,0.819193,0.819193,0.819193,0.157214,0.157214,0,0,0,0
875,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.0015479,0.0015479,0.00126427,0.00126427,0.0015479,0.0015479,0.00126427,0.00126427,0.000579227,0.000579227,0.000579227,0.00049057,0.00049057,0.00049057,0.000579227,0.000579227,0.000579227,0.00049057,0.00049057,0.00049057,0.000101193,8.3209e-05,0.000101193,8.3209e-05,0,0,0,0,0,0,0,0,2.3528,2.3528,2.3528,2.3528,0.81729,0.81729,0.81729,0.81729,0.81729,0.81729,0.156849,0.156849,0,0,0,0
876,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.001547,0.001547,0.00126489,0.00126489,0.001547,0.001547,0.00126489,0.00126489,0.00057848,0.00057848,0.00057848,0.000491169,0.000491169,0.000491169,0.00057848,0.00057848,0.00057848,0.000491169,0.000491169,0.000491169,0.00010133,8.31165e-05,0.00010133,8.31165e-05,0,0,0,0,0,0,0,0,2.35143,2.35143,2.35143,2.35143,0.816814,0.816814,0.816814,0.816814,0.816814,0.816814,0.156758,0.156758,0,0,0,0
877,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154821,0.00154821,0.00126868,0.00126868,0.00154821,0.00154821,0.00126868,0.00126868,0.000579198,0.000579198,0.000579198,0.000492875,0.000492875,0.000492875,0.000579198,0.000579198,0.000579198,0.000492875,0.000492875,0.000492875,0.000101025,8.33229e-05,0.000101025,8.33229e-05,0,0,0,0,0,0,0,0,2.36102,2.36102,2.36102,2.36102,0.820145,0.820145,0.820145,0.820145,0.820145,0.820145,0.157397,0.157397,0,0,0,0
878,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154766,0.00154766,0.00126847,0.00126847,0.00154766,0.00154766,0.00126847,0.00126847,0.000579491,0.000579491,0.000579491,0.000492027,0.000492027,0.000492027,0.000579491,0.000579491,0.000579491,0.000492027,0.000492027,0.000492027,0.00010118,8.32176e-05,0.00010118,8.32176e-05,0,0,0,0,0,0,0,0,2.35554,2.35554,2.35554,2.35554,0.818241,0.818241,0.818241,0.818241,0.818241,0.818241,0.157032,0.157032,0,0,0,0
879,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155093,0.00155093,0.00126894,0.00126894,0.00155093,0.00155093,0.00126894,0.00126894,0.000580745,0.000580745,0.000580745,0.000492446,0.000492446,0.000492446,0.000580745,0.000580745,0.000580745,0.000492446,0.000492446,0.000492446,0.000101262,8.31623e-05,0.000101262,8.31623e-05,0,0,0,0,0,0,0,0,2.35897,2.35897,2.35897,2.35897,0.819431,0.819431,0.819431,0.819431,0.819431,0.819431,0.15726,0.15726,0,0,0,0
880,1,414,11,391,0,374,23,363,0,70,444,6,59,440,0,393,11,4,387,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155207,0.00155207,0.00126889,0.00126889,0.00155207,0.00155207,0.00126889,0.00126889,0.000580408,0.000580408,0.000580408,0.000492161,0.000492161,0.000492161,0.000580408,0.000580408,0.000580408,0.000492161,0.000492161,0.000492161,0.000101268,8.3158e-05,0.000101268,8.3158e-05,0,0,0,0,0,0,0,0,2.3576,2.3576,2.3576,2.3576,0.818955,0.818955,0.818955,0.818955,0.818955,0.818955,0.157169,0.157169,0,0,0,0
881,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155108,0.00155108,0.00126625,0.00126625,0.00155108,0.00155108,0.00126625,0.00126625,0.00057889,0.00057889,0.00057889,0.000491169,0.000491169,0.000491169,0.00057889,0.00057889,0.00057889,0.000491169,0.000491169,0.000491169,0.000101396,8.30724e-05,0.000101396,8.30724e-05,0,0,0,0,0,0,0,0,2.35143,2.35143,2.35143,2.35143,0.816814,0.816814,0.816814,0.816814,0.816814,0.816814,0.156758,0.156758,0,0,0,0
882,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.0015487,0.0015487,0.00126856,0.00126856,0.0015487,0.0015487,0.00126856,0.00126856,0.000577974,0.000577974,0.000577974,0.000491626,0.000491626,0.000491626,0.000577974,0.000577974,0.000577974,0.000491626,0.000491626,0.000491626,0.000101307,8.3132e-05,0.000101307,8.3132e-05,0,0,0,0,0,0,0,0,2.34938,2.34938,2.34938,2.34938,0.8161,0.8161,0.8161,0.8161,0.8161,0.8161,0.156621,0.156621,0,0,0,0
883,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154882,0.00154882,0.00126782,0.00126782,0.00154882,0.00154882,0.00126782,0.00126782,0.000577637,0.000577637,0.000577637,0.000491044,0.000491044,0.000491044,0.000577637,0.000577637,0.000577637,0.000491044,0.000491044,0.000491044,0.000101248,8.31718e-05,0.000101248,8.31718e-05,0,0,0,0,0,0,0,0,2.34801,2.34801,2.34801,2.34801,0.815624,0.815624,0.815624,0.815624,0.815624,0.815624,0.156529,0.156529,0,0,0,0
884,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.0015512,0.0015512,0.00126688,0.00126688,0.0015512,0.0015512,0.00126688,0.00126688,0.000578553,0.000578553,0.000578553,0.000491178,0.000491178,0.000491178,0.000578553,0.000578553,0.000578553,0.000491178,0.000491178,0.000491178,0.000101337,8.31121e-05,0.000101337,8.31121e-05,0,0,0,0,0,0,0,0,2.35006,2.35006,2.35006,2.35006,0.816338,0.816338,0.816338,0.816338,0.816338,0.816338,0.156666,0.156666,0,0,0,0
885,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00155074,0.00155074,0.00126788,0.00126788,0.00155074,0.00155074,0.00126788,0.00126788,0.000578384,0.000578384,0.000578384,0.00049133,0.00049133,0.00049133,0.000578384,0.000578384,0.000578384,0.00049133,0.00049133,0.00049133,0.000101373,8.30879e-05,0.000101373,8.30879e-05,0,0,0,0,0,0,0,0,2.34938,2.34938,2.34938,2.34938,0.8161,0.8161,0.8161,0.8161,0.8161,0.8161,0.156621,0.156621,0,0,0,0
886,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154837,0.00154837,0.00126951,0.00126951,0.00154837,0.00154837,0.00126951,0.00126951,0.000577878,0.000577878,0.000577878,0.000492086,0.000492086,0.000492086,0.000577878,0.000577878,0.000577878,0.000492086,0.000492086,0.000492086,0.000101284,8.31475e-05,0.000101284,8.31475e-05,0,0,0,0,0,0,0,0,2.34732,2.34732,2.34732,2.34732,0.815386,0.815386,0.815386,0.815386,0.815386,0.815386,0.156484,0.156484,0,0,0,0
887,1,405,14,396,0,384,9,370,0,67,449,6,60,445,0,396,7,4,390,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154577,0.00154577,0.00126929,0.00126929,0.00154577,0.00154577,0.00126929,0.00126929,0.000576938,0.000576938,0.000576938,0.00049153,0.00049153,0.00049153,0.000576938,0.000576938,0.000576938,0.00049153,0.00049153,0.00049153,0.000101178,8.32188e-05,0.000101178,8.32188e-05,0,0,0,0,0,0,0,0,2.34184,2.34184,2.34184,2.34184,0.813483,0.813483,0.813483,0.813483,0.813483,0.813483,0.156118,0.156118,0,0,0,0
888,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154588,0.00154588,0.00127051,0.00127051,0.00154588,0.00154588,0.00127051,0.00127051,0.0005773,0.0005773,0.0005773,0.000491942,0.000491942,0.000491942,0.0005773,0.0005773,0.0005773,0.000491942,0.000491942,0.000491942,0.000101058,8.33003e-05,0.000101058,8.33003e-05,0,0,0,0,0,0,0,0,2.34664,2.34664,2.34664,2.34664,0.815148,0.815148,0.815148,0.815148,0.815148,0.815148,0.156438,0.156438,0,0,0,0
889,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154159,0.00154159,0.00126935,0.00126935,0.00154159,0.00154159,0.00126935,0.00126935,0.000575643,0.000575643,0.000575643,0.000491521,0.000491521,0.000491521,0.000575643,0.000575643,0.000575643,0.000491521,0.000491521,0.000491521,0.000101041,8.33118e-05,0.000101041,8.33118e-05,0,0,0,0,0,0,0,0,2.34321,2.34321,2.34321,2.34321,0.813959,0.813959,0.813959,0.813959,0.813959,0.813959,0.15621,0.15621,0,0,0,0
890,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154373,0.00154373,0.00126919,0.00126919,0.00154373,0.00154373,0.00126919,0.00126919,0.000577229,0.000577229,0.000577229,0.000492229,0.000492229,0.000492229,0.000577229,0.000577229,0.000577229,0.000492229,0.000492229,0.000492229,0.000101183,8.3216e-05,0.000101183,8.3216e-05,0,0,0,0,0,0,0,0,2.34801,2.34801,2.34801,2.34801,0.815624,0.815624,0.815624,0.815624,0.815624,0.815624,0.156529,0.156529,0,0,0,0
891,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154396,0.00154396,0.00126771,0.00126771,0.00154396,0.00154396,0.00126771,0.00126771,0.000577782,0.000577782,0.000577782,0.000491655,0.000491655,0.000491655,0.000577782,0.000577782,0.000577782,0.000491655,0.000491655,0.000491655,0.000101326,8.31189e-05,0.000101326,8.31189e-05,0,0,0,0,0,0,0,0,2.34527,2.34527,2.34527,2.34527,0.814672,0.814672,0.814672,0.814672,0.814672,0.814672,0.156347,0.156347,0,0,0,0
892,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00154339,0.00154339,0.00126877,0.00126877,0.00154339,0.00154339,0.00126877,0.00126877,0.000578361,0.000578361,0.000578361,0.000492096,0.000492096,0.000492096,0.000578361,0.000578361,0.000578361,0.000492096,0.000492096,0.000492096,0.000101225,8.31874e-05,0.000101225,8.31874e-05,0,0,0,0,0,0,0,0,2.34595,2.34595,2.34595,2.34595,0.81491,0.81491,0.81491,0.81491,0.81491,0.81491,0.156392,0.156392,0,0,0,0
893,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00153911,0.00153911,0.00127173,0.00127173,0.00153911,0.00153911,0.00127173,0.00127173,0.000576289,0.000576289,0.000576289,0.000491971,0.000491971,0.000491971,0.000576289,0.000576289,0.000576289,0.000491971,0.000491971,0.000491971,0.000100946,8.33764e-05,0.000100946,8.33764e-05,0,0,0,0,0,0,0,0,2.34253,2.34253,2.34253,2.34253,0.813721,0.813721,0.813721,0.813721,0.813721,0.813721,0.156164,0.156164,0,0,0,0
894,1,409,17,395,0,388,14,371,0,65,449,3,56,445,0,397,9,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00153697,0.00153697,0.00126775,0.00126775,0.00153697,0.00153697,0.00126775,0.00126775,0.000575926,0.000575926,0.000575926,0.000490668,0.000490668,0.000490668,0.000575926,0.000575926,0.000575926,0.000490668,0.000490668,0.000490668,0.000101001,8.33393e-05,0.000101001,8.33393e-05,0,0,0,0,0,0,0,0,2.33773,2.33773,2.33773,2.33773,0.812055,0.812055,0.812055,0.812055,0.812055,0.812055,0.155844,0.155844,0,0,0,0
895,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00153843,0.00153843,0.00126675,0.00126675,0.00153843,0.00153843,0.00126675,0.00126675,0.000576913,0.000576913,0.000576913,0.000490812,0.000490812,0.000490812,0.000576913,0.000576913,0.000576913,0.000490812,0.000490812,0.000490812,0.000101096,8.32746e-05,0.000101096,8.32746e-05,0,0,0,0,0,0,0,0,2.33842,2.33842,2.33842,2.33842,0.812293,0.812293,0.812293,0.812293,0.812293,0.812293,0.15589,0.15589,0,0,0,0
896,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00153889,0.00153889,0.00126703,0.00126703,0.00153889,0.00153889,0.00126703,0.00126703,0.000576963,0.000576963,0.000576963,0.000491358,0.000491358,0.000491358,0.000576963,0.000576963,0.000576963,0.000491358,0.000491358,0.000491358,0.000100934,8.33849e-05,0.000100934,8.33849e-05,0,0,0,0,0,0,0,0,2.34527,2.34527,2.34527,2.34527,0.814672,0.814672,0.814672,0.814672,0.814672,0.814672,0.156347,0.156347,0,0,0,0
897,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.00153923,0.00153923,0.00127078,0.00127078,0.00153923,0.00153923,0.00127078,0.00127078,0.000576942,0.000576942,0.000576942,0.000493378,0.000493378,0.000493378,0.000576942,0.000576942,0.000576942,0.000493378,0.000493378,0.000493378,0.000100897,8.34102e-05,0.000100897,8.34102e-05,0,0,0,0,0,0,0,0,2.35349,2.35349,2.35349,2.35349,0.817527,0.817527,0.817527,0.817527,0.817527,0.817527,0.156895,0.156895,0,0,0,0
898,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0.0015417,0.0015417,0.00127173,0.00127173,0.0015417,0.0015417,0.00127173,0.00127173,0.000578214,0.000578214,0.000578214,0.00049392,0.00049392,0.00049392,0.000578214,0.000578214,0.000578214,0.00049392,0.00049392,0.00049392,0.000100866,8.34312e-05,0.000100866,8.34312e-05,0,0,0,0,0,0,0,0,2.36034,2.36034,2.36034,2.36034,0.819907,0.819907,0.819907,0.819907,0.819907,0.819907,0.157351,0.157351,0,0,0,0
899,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0.0015408,0.0015408,0.00127374,0.00127374,0.0015408,0.0015408,0.00127374,0.00127374,0.000577064,0.000577064,0.000577064,0.000494527,0.000494527,0.000494527,0.000577064,0.000577064,0.000577064,0.000494527,0.000494527,0.000494527,0.000100743,8.35156e-05,0.000100743,8.35156e-05,0,0,0,0,0,0,0,0,2.35897,2.35897,2.35897,2.35897,0.819431,0.819431,0.819431,0.819431,0.819431,0.819431,0.15726,0.15726,0,0,0,0
900,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0.00154361,0.00154361,0.00127189,0.00127189,0.00154361,0.00154361,0.00127189,0.00127189,0.000577854,0.000577854,0.000577854,0.000493809,0.000493809,0.000493809,0.000577854,0.000577854,0.000577854,0.000493809,0.000493809,0.000493809,0.000100855,8.34387e-05,0.000100855,8.34387e-05,0,0,0,0,0,0,0,0,2.35554,2.35554,2.35554,2.35554,0.818241,0.818241,0.818241,0.818241,0.818241,0.818241,0.157032,0.157032,0,0,0,0
901,1,413,19,394,0,390,19,371,0,60,447,3,55,443,0,397,5,4,394,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0.00154181,0.00154181,0.00127443,0.00127443,0.00154181,0.00154181,0.00127443,0.00127443,0.000577064,0.000577064,0.000577064,0.000494229,0.000494229,0.000494229,0.000577064,0.000577064,0.000577064,0.000494229,0.000494229,0.000494229,0.000100679,8.356e-05,0.000100679,8.356e-05,0,0,0,0,0,0,0,0,2.35897,2.35897,2.35897,2.35897,0.819431,0.819431,0.819431,0.819431,0.819431,0.819431,0.15726,0.15726,0,0,0,0
902,1,406,12,390,0,384,16,372,0,57,448,2,51,444,0,397,6,4,395,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0.00154091,0.00154091,0.00127369,0.00127369,0.00154091,0.00154091,0.00127369,0.00127369,0.000576729,0.000576729,0.000576729,0.00049424,0.00049424,0.00049424,0.000576729,0.000576729,0.000576729,0.00049424,0.00049424,0.00049424,0.000100685,8.35559e-05,0.000100685,8.35559e-05,0,0,0,0,0,0,0,0,2.3576,2.3576,2.3576,2.3576,0.818955,0.818955,0.818955,0.818955,0.818955,0.818955,0.157169,0.157169,0,0,0,0
903,1,406,12,390,0,384,16,372,0,57,448,2,51,444,0,397,6,4,395,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0.00153789,0.00153789,0.00127173,0.00127173,0.00153789,0.00153789,0.00127173,0.00127173,0.000575221,0.000575221,0.000575221,0.000493245,0.000493245,0.000493245,0.000575221,0.000575221,0.000575221,0.000493245,0.000493245,0.000493245,0.000100615,8.36041e-05,0.000100615,8.36041e-05,0,0,0,0,0,0,0,0,2.35143,2.35143,2.35143,2.35143,0.816814,0.816814,0.816814,0.816814,0.816814,0.816814,0.156758,0.156758,0,0,0,0
904,1,406,12,390,0,384,16,372,0,57,448,2,51,444,0,397,6,4,395,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0.00154338,0.00154338,0.00126731,0.00126731,0.00154338,0.00154338,0.00126731,0.00126731,0.000576607,0.000576607,0.000576607,0.000491312,0.000491312,0.000491312,0.000576607,0.000576607,0.000576607,0.000491312,0.000491312,0.000491312,0.000100773,8.34948e-05,0.000100773,8.34948e-05,0,0,0,0,0,0,0,0,2.35212,2.35212,2.35212,2.35212,0.817052,0.817052,0.817052,0.817052,0.817052,0.817052,0.156803,0.156803,0,0,0,0
