Time,NodeID,Alleles,VectorPopulation,STATE_MALE,VectorPopulationNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,MaleAvgAgeAtDeath
385,1,X2,403615,203207,48126,24331,8.30181,8.34791
385,1,Y1,0,370148,0,44535,0,8.29312
385,1,Y2,0,240137,0,29051,0,8.33524
386,1,X1,811515,406992,97400,48741,8.32593,8.30931
386,1,X2,403715,203294,48440,24359,8.31003,8.31118
386,1,Y1,0,370111,0,44533,0,8.30607
386,1,Y2,0,240175,0,28567,0,8.31596
387,1,X1,812624,407000,97197,48906,8.3267,8.33922
387,1,X2,403964,203081,48301,24457,8.352,8.22779
387,1,Y1,0,370231,0,44330,0,8.31685
387,1,Y2,0,239850,0,29033,0,8.27951
388,1,X1,812462,406614,97556,48813,8.33758,8.32608
388,1,X2,403732,203257,48510,24185,8.3886,8.34488
388,1,Y1,0,370057,0,44298,0,8.2846
388,1,Y2,0,239814,0,28700,0,8.40596
389,1,X1,812432,406158,97595,49092,8.31371,8.32781
389,1,X2,404250,202867,48213,24635,8.30467,8.30781
389,1,Y1,0,369308,0,44784,0,8.31375
389,1,Y2,0,239717,0,28943,0,8.33255
390,1,X1,812093,406521,96848,48317,8.35058,8.37345
390,1,X2,403893,202970,48314,24201,8.27841,8.35891
390,1,Y1,0,369685,0,43910,0,8.38381
390,1,Y2,0,239806,0,28608,0,8.34525
391,1,X1,811750,406617,97846,48699,8.35982,8.39013
391,1,X2,404128,202623,48332,24390,8.32655,8.34395
391,1,Y1,0,369074,0,44529,0,8.38914
391,1,Y2,0,240166,0,28560,0,8.35224
392,1,X1,812154,406560,97231,48907,8.35774,8.33572
392,1,X2,404322,202624,48307,24214,8.35964,8.34835
392,1,Y1,0,369110,0,44356,0,8.37016
392,1,Y2,0,240074,0,28765,0,8.29324
393,1,X1,812757,406859,97482,48467,8.36516,8.34242
393,1,X2,404955,202422,48586,24428,8.38412,8.27231
393,1,Y1,0,369170,0,44197,0,8.34552
393,1,Y2,0,240111,0,28698,0,8.27796
394,1,X1,811431,406561,98002,48960,8.36737,8.38699
394,1,X2,404537,202447,48736,24249,8.34272,8.39354
394,1,Y1,0,368822,0,44402,0,8.3644
394,1,Y2,0,240186,0,28807,0,8.42733
395,1,X1,811875,406861,97164,48747,8.33939,8.35155
395,1,X2,405243,202627,48062,24196,8.41913,8.40982
395,1,Y1,0,369113,0,44033,0,8.39439
395,1,Y2,0,240375,0,28910,0,8.33507
396,1,X1,811578,406897,97234,48555,8.28785,8.32843
396,1,X2,404986,202509,48420,24146,8.30642,8.35323
396,1,Y1,0,369058,0,44106,0,8.3212
396,1,Y2,0,240348,0,28595,0,8.36052
397,1,X1,811358,406746,97441,48784,8.31899,8.35553
397,1,X2,405222,202551,48141,24141,8.33844,8.37086
397,1,Y1,0,368661,0,44290,0,8.36358
397,1,Y2,0,240636,0,28635,0,8.356
398,1,X1,810955,406709,97025,48728,8.3686,8.37311
398,1,X2,404703,202036,48479,24632,8.34541,8.36164
398,1,Y1,0,368754,0,44213,0,8.36286
398,1,Y2,0,239991,0,29147,0,8.37898
399,1,X1,810851,406503,97542,48916,8.35057,8.35205
399,1,X2,404541,202700,48626,24137,8.38011,8.42048
399,1,Y1,0,369018,0,44269,0,8.36836
399,1,Y2,0,240185,0,28784,0,8.38435
400,1,X1,810271,405861,97386,48810,8.31491,8.33481
400,1,X2,404305,202482,48488,24373,8.38249,8.34694
400,1,Y1,0,368564,0,44288,0,8.38229
400,1,Y2,0,239779,0,28895,0,8.27226
401,1,X1,810140,405885,97830,48754,8.35597,8.32451
401,1,X2,404536,202525,48490,24079,8.34463,8.35147
401,1,Y1,0,368400,0,44291,0,8.30706
401,1,Y2,0,240010,0,28542,0,8.37433
402,1,X1,810555,405376,96701,48981,8.34468,8.32831
402,1,X2,404755,202394,48537,24160,8.33572,8.28162
402,1,Y1,0,368016,0,44161,0,8.32694
402,1,Y2,0,239754,0,28980,0,8.29148
403,1,X1,811525,405154,97035,48904,8.31316,8.33355
403,1,X2,404579,202231,48359,24284,8.34147,8.32614
403,1,Y1,0,367763,0,44482,0,8.32982
403,1,Y2,0,239622,0,28706,0,8.33307
404,1,X1,811817,405565,97166,48633,8.29099,8.35793
404,1,X2,405175,202132,48310,24300,8.28657,8.35041
404,1,Y1,0,368049,0,44341,0,8.37999
404,1,Y2,0,239648,0,28592,0,8.31733
405,1,X1,811950,405617,96990,48691,8.40588,8.36152
405,1,X2,405298,202128,48478,24426,8.36986,8.4223
405,1,Y1,0,368088,0,44412,0,8.37985
405,1,Y2,0,239657,0,28705,0,8.38488
406,1,X1,811938,405649,97893,48404,8.32278,8.3163
406,1,X2,404820,201958,48957,24361,8.32322,8.3708
406,1,Y1,0,368188,0,43994,0,8.33882
406,1,Y2,0,239419,0,28771,0,8.328
407,1,X1,812002,405658,97684,48412,8.29317,8.33335
407,1,X2,404456,201964,48834,24253,8.32477,8.3454
407,1,Y1,0,368344,0,44050,0,8.33187
407,1,Y2,0,239278,0,28615,0,8.34583
408,1,X1,812613,405438,96841,48799,8.32472,8.33874
408,1,X2,404967,201691,48287,24471,8.33284,8.34886
408,1,Y1,0,368258,0,44168,0,8.32906
408,1,Y2,0,238871,0,29102,0,8.36193
409,1,X1,813308,406065,96535,48644,8.37477,8.32734
409,1,X2,405100,201576,48267,24207,8.37259,8.31722
409,1,Y1,0,368563,0,44230,0,8.28732
409,1,Y2,0,239078,0,28621,0,8.38063
410,1,X1,813350,406005,97849,48829,8.37658,8.33646
410,1,X2,404940,201535,48375,24307,8.31161,8.3123
410,1,Y1,0,368568,0,44308,0,8.30624
410,1,Y2,0,238972,0,28828,0,8.36253
411,1,X1,812776,405989,97220,48665,8.33305,8.30206
411,1,X2,405180,201934,48444,24141,8.3504,8.38379
411,1,Y1,0,369189,0,43901,0,8.3268
411,1,Y2,0,238734,0,28905,0,8.33275
412,1,X1,812351,406299,97284,48413,8.36714,8.31605
412,1,X2,405209,202553,48472,23821,8.35631,8.30016
412,1,Y1,0,369980,0,43793,0,8.31044
412,1,Y2,0,238872,0,28441,0,8.31138
413,1,X1,812714,406543,97362,48898,8.31035,8.34846
413,1,X2,404732,202714,48758,24324,8.27872,8.32544
413,1,Y1,0,370262,0,44437,0,8.35527
413,1,Y2,0,238995,0,28785,0,8.3185
414,1,X1,812596,406146,97059,48768,8.38579,8.34037
414,1,X2,404858,202792,48591,24407,8.37867,8.27242
414,1,Y1,0,370033,0,44449,0,8.28716
414,1,Y2,0,238905,0,28726,0,8.36497
415,1,X1,812470,405885,97174,48820,8.33612,8.31925
415,1,X2,405074,202948,48340,24195,8.34613,8.328
415,1,Y1,0,370037,0,44231,0,8.3096
415,1,Y2,0,238796,0,28784,0,8.34144
416,1,X1,812674,405804,97704,48691,8.33323,8.28478
416,1,X2,405000,202694,48668,24340,8.3537,8.30119
416,1,Y1,0,369655,0,44139,0,8.27538
416,1,Y2,0,238843,0,28892,0,8.31296
417,1,X1,811997,405470,97482,48621,8.3296,8.34532
417,1,X2,404515,202462,48720,24318,8.43498,8.31413
417,1,Y1,0,369057,0,44424,0,8.33941
417,1,Y2,0,238875,0,28515,0,8.32793
418,1,X1,811311,405853,98120,48740,8.32221,8.33008
418,1,X2,404569,202323,48792,24360,8.30868,8.34491
418,1,Y1,0,369211,0,44504,0,8.34592
418,1,Y2,0,238965,0,28596,0,8.31805
419,1,X1,812005,405841,97084,48642,8.3189,8.39168
419,1,X2,404487,202727,48648,24097,8.31993,8.2924
419,1,Y1,0,369123,0,44191,0,8.36537
419,1,Y2,0,239445,0,28548,0,8.34861
420,1,X1,811965,405845,97908,48735,8.32797,8.37501
420,1,X2,404833,202709,48256,24277,8.31563,8.29942
420,1,Y1,0,368769,0,44436,0,8.34985
420,1,Y2,0,239785,0,28576,0,8.34991
421,1,X1,812498,405895,96536,48705,8.36161,8.32672
421,1,X2,404736,202815,48202,24301,8.38849,8.35447
421,1,Y1,0,368646,0,44336,0,8.36411
421,1,Y2,0,240064,0,28670,0,8.29243
422,1,X1,811721,405964,97492,48597,8.40147,8.4076
422,1,X2,404531,202612,48612,24267,8.3848,8.31603
422,1,Y1,0,368654,0,44055,0,8.37592
422,1,Y2,0,239922,0,28809,0,8.37891
423,1,X1,811637,405494,97543,48537,8.33854,8.32647
423,1,X2,404113,202334,48699,24333,8.37451,8.36263
423,1,Y1,0,367986,0,44176,0,8.36348
423,1,Y2,0,239842,0,28694,0,8.30017
424,1,X1,811080,405827,97642,48327,8.28119,8.36162
424,1,X2,403726,202031,48564,24205,8.32131,8.419
424,1,Y1,0,367681,0,44029,0,8.39769
424,1,Y2,0,240177,0,28503,0,8.35463
425,1,X1,810827,405709,97527,48732,8.32922,8.34191
425,1,X2,403897,202043,48333,24413,8.30766,8.35186
425,1,Y1,0,367538,0,44292,0,8.36158
425,1,Y2,0,240214,0,28853,0,8.32014
426,1,X1,810255,405322,97181,48701,8.39153,8.3389
426,1,X2,404191,201754,47923,24488,8.37228,8.35454
426,1,Y1,0,367334,0,44160,0,8.37086
426,1,Y2,0,239742,0,29029,0,8.30349
427,1,X1,809560,405920,97669,48073,8.39629,8.30945
427,1,X2,404852,201964,48209,24088,8.29893,8.29849
427,1,Y1,0,367551,0,43725,0,8.30941
427,1,Y2,0,240333,0,28436,0,8.30022
428,1,X1,809885,406416,96820,48410,8.37866,8.30326
428,1,X2,405005,201992,48398,24388,8.35576,8.36887
428,1,Y1,0,367766,0,44071,0,8.31395
428,1,Y2,0,240642,0,28727,0,8.34257
429,1,X1,809451,406138,97747,48996,8.33305,8.33115
429,1,X2,404655,201924,48789,24321,8.36359,8.32893
429,1,Y1,0,367489,0,44301,0,8.35223
429,1,Y2,0,240573,0,29016,0,8.29711
430,1,X1,810190,405838,97442,49144,8.30576,8.37506
430,1,X2,404946,202145,48386,24122,8.33348,8.33302
430,1,Y1,0,367298,0,44087,0,8.37412
430,1,Y2,0,240685,0,29179,0,8.34172
431,1,X1,810178,405793,96761,48770,8.32727,8.29877
431,1,X2,405572,202336,48191,24147,8.33917,8.28103
431,1,Y1,0,367319,0,44018,0,8.3109
431,1,Y2,0,240810,0,28899,0,8.26548
432,1,X1,810559,405403,97064,48864,8.32757,8.40087
432,1,X2,405583,202472,48620,24027,8.37563,8.25093
432,1,Y1,0,367421,0,44024,0,8.37098
432,1,Y2,0,240454,0,28867,0,8.32165
433,1,X1,810504,405638,97531,48478,8.33518,8.34166
433,1,X2,405670,202458,48719,24374,8.30826,8.35854
433,1,Y1,0,367762,0,44018,0,8.35245
433,1,Y2,0,240334,0,28834,0,8.33946
434,1,X1,810119,406031,97822,48534,8.30183,8.37162
434,1,X2,405371,202265,48906,24524,8.36507,8.28817
434,1,Y1,0,367501,0,44390,0,8.35567
434,1,Y2,0,240795,0,28668,0,8.32493
435,1,X1,810760,405451,97045,48976,8.32605,8.34797
435,1,X2,404574,201897,48809,24286,8.30392,8.37606
435,1,Y1,0,367063,0,44373,0,8.36982
435,1,Y2,0,240285,0,28889,0,8.33802
436,1,X1,810914,405097,97637,48515,8.3166,8.33878
436,1,X2,404590,201385,48541,24439,8.31668,8.36925
436,1,Y1,0,366992,0,44023,0,8.3751
436,1,Y2,0,239490,0,28931,0,8.30925
437,1,X1,811576,404949,97063,48818,8.29255,8.35327
437,1,X2,404658,201534,48735,24255,8.35909,8.42589
437,1,Y1,0,367101,0,44252,0,8.34568
437,1,Y2,0,239382,0,28821,0,8.42604
438,1,X1,813088,404517,97333,48742,8.3036,8.35446
438,1,X2,404840,201695,48603,24202,8.36919,8.30696
438,1,Y1,0,366989,0,44329,0,8.31656
438,1,Y2,0,239223,0,28615,0,8.37299
439,1,X1,814477,404551,96646,48605,8.30743,8.29478
439,1,X2,404927,201841,48262,24186,8.36331,8.32577
439,1,Y1,0,367097,0,44117,0,8.30485
439,1,Y2,0,239295,0,28674,0,8.30543
440,1,X1,814144,404468,97453,48391,8.371,8.37877
440,1,X2,404888,202016,48263,24213,8.39515,8.33883
440,1,Y1,0,367212,0,43853,0,8.35197
440,1,Y2,0,239272,0,28751,0,8.386
441,1,X1,814151,404632,97637,48526,8.29159,8.30769
441,1,X2,404999,202255,48779,24033,8.30103,8.35114
441,1,Y1,0,367652,0,43786,0,8.30944
441,1,Y2,0,239235,0,28773,0,8.34133
442,1,X1,812993,404881,97851,48553,8.36684,8.31677
442,1,X2,404751,202627,48465,23845,8.33459,8.31872
442,1,Y1,0,367866,0,44143,0,8.32807
442,1,Y2,0,239642,0,28255,0,8.30076
443,1,X1,812570,404964,97871,48581,8.34868,8.31582
443,1,X2,404760,202451,48697,24592,8.39181,8.33824
443,1,Y1,0,367673,0,44511,0,8.31031
443,1,Y2,0,239742,0,28662,0,8.34363
444,1,X1,812289,404863,97992,48618,8.33508,8.32268
444,1,X2,404691,203014,48190,24135,8.33038,8.35401
444,1,Y1,0,368370,0,43894,0,8.33431
444,1,Y2,0,239507,0,28859,0,8.3312
445,1,X1,813662,405256,97204,48542,8.33523,8.32047
445,1,X2,405216,203092,48442,24159,8.30218,8.29579
445,1,Y1,0,368564,0,44165,0,8.27757
445,1,Y2,0,239784,0,28536,0,8.36596
446,1,X1,812705,405168,98421,48510,8.31863,8.3328
446,1,X2,404795,203034,48835,24326,8.29475,8.36652
446,1,Y1,0,368500,0,44049,0,8.31806
446,1,Y2,0,239702,0,28787,0,8.38385
447,1,X1,812985,405517,97070,48657,8.30964,8.34663
447,1,X2,404727,202770,48554,24344,8.34327,8.35955
447,1,Y1,0,368725,0,44113,0,8.326
447,1,Y2,0,239562,0,28888,0,8.38902
448,1,X1,813198,405306,97167,48850,8.3607,8.33842
448,1,X2,404890,202463,48621,24205,8.32866,8.24243
448,1,Y1,0,368646,0,44167,0,8.30099
448,1,Y2,0,239123,0,28888,0,8.31522
449,1,X1,812672,405742,97712,48718,8.35578,8.35079
449,1,X2,404578,202627,48858,24250,8.37541,8.45406
449,1,Y1,0,369236,0,44121,0,8.39371
449,1,Y2,0,239133,0,28847,0,8.37196
450,1,X1,812548,405711,96901,48640,8.32382,8.32292
450,1,X2,403512,202372,48937,24544,8.41441,8.36543
450,1,Y1,0,369010,0,44479,0,8.32611
450,1,Y2,0,239073,0,28705,0,8.35433
451,1,X1,811797,405283,97395,48650,8.31736,8.28869
451,1,X2,403999,202547,48169,24167,8.34331,8.3729
451,1,Y1,0,368815,0,44136,0,8.30075
451,1,Y2,0,239015,0,28681,0,8.3411
452,1,X1,811301,405603,97686,48530,8.33226,8.36534
452,1,X2,404579,202717,48354,24482,8.3439,8.34666
452,1,Y1,0,368643,0,44416,0,8.32808
452,1,Y2,0,239677,0,28596,0,8.40722
453,1,X1,810871,405392,97755,48559,8.34175,8.3595
453,1,X2,405029,202783,48581,24274,8.31807,8.28883
453,1,Y1,0,368359,0,43906,0,8.37327
453,1,Y2,0,239816,0,28927,0,8.27929
454,1,X1,810476,405191,97859,48709,8.30946,8.28765
454,1,X2,404660,202767,48743,24374,8.30575,8.38356
454,1,Y1,0,368033,0,44334,0,8.33036
454,1,Y2,0,239925,0,28749,0,8.30311
455,1,X1,810383,405452,97385,48288,8.37989,8.36628
455,1,X2,404441,202872,48751,24153,8.3499,8.28001
455,1,Y1,0,367835,0,44090,0,8.3132
455,1,Y2,0,240489,0,28351,0,8.37533
456,1,X1,810952,405881,97150,48448,8.34814,8.3009
456,1,X2,405158,202696,48574,24423,8.33903,8.29448
456,1,Y1,0,367764,0,44046,0,8.32396
456,1,Y2,0,240813,0,28825,0,8.26023
457,1,X1,810583,405136,97153,48768,8.30765,8.34715
457,1,X2,405173,202972,48647,24274,8.36555,8.32726
457,1,Y1,0,367438,0,44054,0,8.34571
457,1,Y2,0,240670,0,28988,0,8.33269
458,1,X1,810350,405355,97269,48588,8.32641,8.41796
458,1,X2,405644,202711,48261,24439,8.27923,8.25598
458,1,Y1,0,367349,0,44137,0,8.35469
458,1,Y2,0,240717,0,28890,0,8.3776
459,1,X1,810379,406390,96919,48204,8.33353,8.32302
459,1,X2,405891,202823,48575,24392,8.33974,8.36446
459,1,Y1,0,368032,0,43896,0,8.32447
459,1,Y2,0,241181,0,28700,0,8.35603
460,1,X1,809424,405913,97345,48733,8.29109,8.35278
460,1,X2,405666,202664,48757,24519,8.2654,8.37791
460,1,Y1,0,367831,0,44207,0,8.40453
460,1,Y2,0,240746,0,29045,0,8.29523
461,1,X1,809796,405952,97051,48719,8.41019,8.41805
461,1,X2,405428,202721,48643,24114,8.36669,8.3369
461,1,Y1,0,368093,0,43982,0,8.39427
461,1,Y2,0,240580,0,28851,0,8.38647
462,1,X1,810085,406293,97842,48482,8.33181,8.31296
462,1,X2,405155,202957,48930,24186,8.29281,8.38411
462,1,Y1,0,368449,0,43879,0,8.35087
462,1,Y2,0,240801,0,28789,0,8.31495
463,1,X1,809731,405609,97478,49063,8.35468,8.33488
463,1,X2,404707,203054,48520,24489,8.32958,8.21169
463,1,Y1,0,367743,0,44697,0,8.3091
463,1,Y2,0,240920,0,28855,0,8.27025
464,1,X1,810984,405379,96405,48723,8.36327,8.33534
464,1,X2,404978,203071,48601,24286,8.32269,8.2879
464,1,Y1,0,367496,0,44178,0,8.31584
464,1,Y2,0,240954,0,28831,0,8.32527
465,1,X1,811277,405427,97109,48539,8.32983,8.32572
465,1,X2,404649,203228,48811,24020,8.33167,8.26728
465,1,Y1,0,367819,0,43561,0,8.31501
465,1,Y2,0,240836,0,28998,0,8.2934
466,1,X1,812035,405147,97117,48966,8.38932,8.35247
466,1,X2,404737,203339,48629,24205,8.36258,8.32026
466,1,Y1,0,367373,0,44267,0,8.36847
466,1,Y2,0,241113,0,28904,0,8.301
467,1,X1,812342,405829,97204,48145,8.37361,8.34336
467,1,X2,404978,203368,48380,24491,8.30298,8.2436
467,1,Y1,0,367583,0,43981,0,8.35065
467,1,Y2,0,241614,0,28655,0,8.2469
468,1,X1,812360,405629,97415,48641,8.28455,8.35248
468,1,X2,404718,203060,48511,24621,8.29435,8.40165
468,1,Y1,0,367640,0,43989,0,8.39883
468,1,Y2,0,241049,0,29273,0,8.32419
469,1,X1,810794,405294,97793,48888,8.28082,8.3608
469,1,X2,404126,202943,49005,24658,8.32033,8.42712
469,1,Y1,0,367215,0,44561,0,8.38278
469,1,Y2,0,241022,0,28985,0,8.38344
470,1,X1,811317,405670,97180,48382,8.37984,8.36923
470,1,X2,404733,202757,48314,24460,8.3903,8.36881
470,1,Y1,0,367380,0,44040,0,8.37436
470,1,Y2,0,241047,0,28802,0,8.36102
471,1,X1,811534,405995,96624,48583,8.3477,8.3141
471,1,X2,404750,202659,48496,24443,8.3119,8.3572
471,1,Y1,0,367944,0,43988,0,8.32975
471,1,Y2,0,240710,0,29038,0,8.32668
472,1,X1,812880,405844,96950,48755,8.31177,8.27936
472,1,X2,405110,202226,48336,24297,8.33491,8.33152
472,1,Y1,0,367652,0,44182,0,8.33951
472,1,Y2,0,240418,0,28870,0,8.23121
473,1,X1,812777,405866,97981,48206,8.35541,8.40082
473,1,X2,405611,202320,48509,24263,8.35933,8.36599
473,1,Y1,0,368012,0,43737,0,8.38119
473,1,Y2,0,240174,0,28732,0,8.40129
474,1,X1,812711,405981,97837,48654,8.30317,8.30365
474,1,X2,404889,202237,48969,24218,8.28085,8.34024
474,1,Y1,0,368332,0,43926,0,8.30485
474,1,Y2,0,239886,0,28946,0,8.33245
475,1,X1,812884,406186,97632,48427,8.30949,8.3489
475,1,X2,404974,202151,48486,24186,8.2984,8.29331
475,1,Y1,0,368329,0,43885,0,8.31361
475,1,Y2,0,240008,0,28728,0,8.35599
476,1,X1,812166,406395,97408,48775,8.32208,8.30235
476,1,X2,404656,201869,48796,24323,8.31496,8.40826
476,1,Y1,0,368231,0,44254,0,8.34099
476,1,Y2,0,240033,0,28844,0,8.33237
477,1,X1,812126,406021,97401,48948,8.28949,8.31254
477,1,X2,404652,202136,48761,24205,8.32909,8.32225
477,1,Y1,0,368375,0,44201,0,8.28676
477,1,Y2,0,239782,0,28952,0,8.36001
478,1,X1,811998,406123,97259,48513,8.34984,8.388
478,1,X2,405236,202350,48335,24164,8.36816,8.31187
478,1,Y1,0,368422,0,43937,0,8.32758
478,1,Y2,0,240051,0,28740,0,8.41635
479,1,X1,811822,406043,96727,48766,8.34386,8.32147
479,1,X2,405494,202269,48283,24174,8.32991,8.33937
479,1,Y1,0,368266,0,44185,0,8.31422
479,1,Y2,0,240046,0,28755,0,8.34766
480,1,X1,812411,405831,97122,48877,8.32447,8.37934
480,1,X2,405331,202526,48656,24184,8.2596,8.35701
480,1,Y1,0,367989,0,44400,0,8.36736
480,1,Y2,0,240368,0,28661,0,8.37905
481,1,X1,812482,405969,97459,48595,8.39394,8.36485
481,1,X2,405892,202668,48483,24244,8.36881,8.38871
481,1,Y1,0,368278,0,44074,0,8.35506
481,1,Y2,0,240359,0,28765,0,8.39997
482,1,X1,810960,406017,97417,48651,8.26885,8.31161
482,1,X2,405350,202689,49169,24369,8.3415,8.38487
482,1,Y1,0,368346,0,44211,0,8.32623
482,1,Y2,0,240360,0,28809,0,8.35114
483,1,X1,810302,405968,97687,48625,8.35919,8.33296
483,1,X2,405494,202713,48791,24364,8.37954,8.2601
483,1,Y1,0,368344,0,44242,0,8.31549
483,1,Y2,0,240337,0,28747,0,8.29808
484,1,X1,810261,405708,97296,48539,8.32863,8.31078
484,1,X2,405729,202586,48600,24308,8.30305,8.37531
484,1,Y1,0,367782,0,44133,0,8.31521
484,1,Y2,0,240512,0,28714,0,8.35861
485,1,X1,810544,405992,96815,48503,8.32886,8.39513
485,1,X2,406246,202669,48411,24287,8.33226,8.35904
485,1,Y1,0,367969,0,44022,0,8.38701
485,1,Y2,0,240692,0,28768,0,8.37709
486,1,X1,810176,406292,97259,48414,8.37127,8.30082
486,1,X2,406648,202775,48321,24568,8.28627,8.30849
486,1,Y1,0,368292,0,44231,0,8.3467
486,1,Y2,0,240775,0,28751,0,8.23679
487,1,X1,811232,406625,96761,48261,8.35908,8.34921
487,1,X2,406984,202926,48581,24225,8.32537,8.31005
487,1,Y1,0,368544,0,43846,0,8.34963
487,1,Y2,0,241007,0,28640,0,8.31543
488,1,X1,811473,406388,97574,48774,8.34987,8.3157
488,1,X2,407149,202751,48340,24559,8.29624,8.34155
488,1,Y1,0,367960,0,44486,0,8.30223
488,1,Y2,0,241179,0,28847,0,8.35848
489,1,X1,811230,406294,97371,48746,8.33234,8.3399
489,1,X2,406922,202713,48563,24218,8.35962,8.37142
489,1,Y1,0,367706,0,44177,0,8.34735
489,1,Y2,0,241301,0,28787,0,8.35499
490,1,X1,811533,406656,97098,48348,8.32524,8.33972
490,1,X2,406871,202803,48712,24389,8.34583,8.26848
490,1,Y1,0,367963,0,43920,0,8.32737
490,1,Y2,0,241496,0,28817,0,8.29826
491,1,X1,811903,406753,97348,48796,8.32936,8.3795
491,1,X2,405857,202862,49018,24217,8.30122,8.2893
491,1,Y1,0,367927,0,44106,0,8.34698
491,1,Y2,0,241688,0,28907,0,8.35355
492,1,X1,812237,406043,97339,49089,8.33809,8.30681
492,1,X2,405677,202750,48771,24433,8.38189,8.31253
492,1,Y1,0,367197,0,44394,0,8.29283
492,1,Y2,0,241596,0,29128,0,8.33291
493,1,X1,812200,405738,97403,48638,8.37888,8.40008
493,1,X2,405558,202367,48369,24584,8.39782,8.30203
493,1,Y1,0,366886,0,44165,0,8.37564
493,1,Y2,0,241219,0,29057,0,8.35427
494,1,X1,812866,405239,97045,48697,8.3377,8.37774
494,1,X2,405336,202147,48523,24128,8.37182,8.35552
494,1,Y1,0,366457,0,43877,0,8.38163
494,1,Y2,0,240929,0,28948,0,8.35332
495,1,X1,813217,405217,97124,48238,8.41156,8.30785
495,1,X2,404947,201791,48840,24463,8.38919,8.33794
495,1,Y1,0,366029,0,43892,0,8.30076
495,1,Y2,0,240979,0,28809,0,8.3442
496,1,X1,812415,405344,98012,48516,8.34947,8.36285
496,1,X2,404699,202122,48826,24087,8.31069,8.32769
496,1,Y1,0,366642,0,43766,0,8.32626
496,1,Y2,0,240824,0,28837,0,8.38901
497,1,X1,812282,405539,97316,48329,8.31874,8.37727
497,1,X2,405120,202245,48232,24185,8.34838,8.35208
497,1,Y1,0,366860,0,43817,0,8.38679
497,1,Y2,0,240924,0,28697,0,8.3415
498,1,X1,811890,405812,97297,48270,8.38154,8.34947
498,1,X2,404678,202327,48699,24307,8.38787,8.30847
498,1,Y1,0,367119,0,43726,0,8.33173
498,1,Y2,0,241020,0,28851,0,8.34183
499,1,X1,811097,405496,97646,48746,8.39213,8.4122
499,1,X2,404133,201808,48606,24473,8.327,8.37968
499,1,Y1,0,366433,0,44342,0,8.40851
499,1,Y2,0,240871,0,28877,0,8.39031
500,1,X1,812199,405984,96456,48461,8.33224,8.38342
500,1,X2,404005,201720,48446,24288,8.34762,8.26577
500,1,Y1,0,366663,0,44016,0,8.36366
500,1,Y2,0,241041,0,28733,0,8.31424
501,1,X1,812766,405927,97183,48789,8.32157,8.36129
501,1,X2,403964,202136,48691,23978,8.37003,8.31779
501,1,Y1,0,366927,0,44064,0,8.34561
501,1,Y2,0,241136,0,28703,0,8.34902
502,1,X1,813056,405868,97230,48656,8.34967,8.3409
502,1,X2,403692,202147,48402,24182,8.35007,8.37912
502,1,Y1,0,367021,0,43853,0,8.37129
502,1,Y2,0,240994,0,28985,0,8.32682
503,1,X1,812089,406053,97504,48569,8.29115,8.34946
503,1,X2,403393,201997,48456,24439,8.36792,8.33917
503,1,Y1,0,367335,0,43873,0,8.31179
503,1,Y2,0,240715,0,29135,0,8.39756
504,1,X1,812572,405580,97198,48670,8.34136,8.34902
504,1,X2,403478,201888,48696,24290,8.41519,8.28888
504,1,Y1,0,366885,0,44138,0,8.29811
504,1,Y2,0,240583,0,28822,0,8.37631
505,1,X1,812912,405471,97066,48684,8.35419,8.38929
505,1,X2,404398,202421,48146,23954,8.34989,8.35113
505,1,Y1,0,366905,0,44078,0,8.4117
505,1,Y2,0,240987,0,28560,0,8.32269
506,1,X1,812254,405914,97437,48477,8.34958,8.30858
506,1,X2,404770,202208,48251,24400,8.33139,8.35111
506,1,Y1,0,367054,0,44112,0,8.32578
506,1,Y2,0,241068,0,28765,0,8.31827
507,1,X1,811851,405893,97472,48624,8.35494,8.35986
507,1,X2,404591,202098,48488,24354,8.32715,8.33736
507,1,Y1,0,367372,0,43861,0,8.33725
507,1,Y2,0,240619,0,29117,0,8.37511
508,1,X1,811620,405422,97491,48746,8.33712,8.36988
508,1,X2,405074,202345,47961,24220,8.34857,8.3832
508,1,Y1,0,367021,0,44131,0,8.37543
508,1,Y2,0,240746,0,28835,0,8.37257
509,1,X1,811575,405463,96919,48256,8.37253,8.29905
509,1,X2,404995,202538,48613,24145,8.30307,8.35134
509,1,Y1,0,367020,0,43796,0,8.29715
509,1,Y2,0,240981,0,28605,0,8.34609
510,1,X1,812397,405471,97090,48620,8.347,8.27592
510,1,X2,405469,202781,48462,24241,8.32739,8.31001
510,1,Y1,0,367184,0,43917,0,8.29551
510,1,Y2,0,241068,0,28944,0,8.27474
511,1,X1,812347,405787,97619,47977,8.35766,8.40088
511,1,X2,405363,202818,48749,24389,8.34905,8.34794
511,1,Y1,0,367716,0,43466,0,8.41437
511,1,Y2,0,240889,0,28900,0,8.33592
512,1,X1,811483,405446,97797,48729,8.32231,8.44009
512,1,X2,405485,203045,48711,24336,8.32052,8.32495
512,1,Y1,0,367549,0,44164,0,8.38004
512,1,Y2,0,240942,0,28901,0,8.4349
513,1,X1,811017,404746,97728,48856,8.30305,8.36256
513,1,X2,405223,202957,48822,24519,8.33931,8.3025
513,1,Y1,0,367278,0,44212,0,8.35348
513,1,Y2,0,240425,0,29163,0,8.32582
